name_short,iso,region_who,region_unicef,status_who,status_covax,status_csc,income_group,pop,pop_gen_fem,pop_gen_mal,pop_u18,pop_18p,pop_60p,pop_70per,pop_hcw,pop_old,pol_jj,pol_age_old,pol_age_old_source,del_date,del_dose_tot,del_dose_since_lm,del_cour_tot,del_cour_tot_per,del_cour_covax_prop,del_dose_jj_prop,pu_del_rem,pu_del_rem_per,pu_used_per,adm_tot_date,adm_tot_td,adm_tot_a1d,adm_tot_cps,adm_tot_cps_adj,adm_tot_pv,adm_tot_boost,adm_gen_date,adm_gen_fem_cps,adm_gen_mal_cps,adm_old_date,adm_old_target,adm_old_a1d,adm_old_cps,adm_old_cps_adj,adm_old_boost,adm_hcw_date,adm_hcw_target,adm_hcw_a1d,adm_hcw_cps,adm_hcw_cps_adj,adm_hcw_boost,dvr_4wk_td,dvr_4wk_td_per,dvr_4wk_td_max,dvr_4wk_td_max_per,dvr_4wk_cps,dvr_4wk_cps_per,dvr_4wk_td_lm,dvr_4wk_td_change_lm_trend,dvr_4wk_td_change_lm_per,cov_tot_a1d,cov_tot_cps,cov_tot_boost,cov_tot_cps_since_lm,cov_gen_fem_cps,cov_gen_mal_cps,cov_gen_diff,cov_hcw_a1d,cov_hcw_cps,cov_old_a1d,cov_old_cps,t10_status,t20_status,t40_status,t40_cour_req,t40_cour_need_del,t40_cour_need_adm,t70_status,t70_cour_req,t70_cour_need_del,t70_cour_need_adm,ct_target,ct_deadline,ct_status,fin_tot,fin_percapita,date_refresh,ri_dtp1,ri_dtp3,ri_mcv1,ri_mcv2,ri_zero_dose
Iraq,IRQ,EMR,MENA,Member State,Self-financing,,UMIC,40222493,20333646,20845705,17938057,23241293,2116920,28155745.1,366065,4609279,,50 and older,Region,2023-11-20,21583161,0,10791580,0.2682971440880106,0.4366181782463736,0,0,0,1,2023-01-02,19557364,11332925,7944775,7944775,3388150,275280,,,,2023-04-01,4530972,2091989,1121189,1121189,79424,2023-08-01,500000,318686,195820,195820,9352,1287.696428571429,0.00003201433656962607,152006.1785714286,0.003779133694458685,383.4285714285714,0.000009532690363786538,2726.375,Downward,-0.5276891738768773,0.2817559070741836,0.1975207006686532,0.006843931826900933,0,,,,0.8705721661453567,0.534932320762706,0.4538646933717833,0.2432460695045798,2) Goal met after deadline,3) Goal not yet met,3) Goal not yet met,17697897,6906317,9753122,Goal not yet met,30971320,20179740,23026545,,,Not captured,55166906,1.371543678309547,31/12/2023,0.89,0.78,0.75,0.84,80141
Ireland,IRL,EUR,Dev,Member State,No,,HIC,4964440,2508242,2474662,1219461,3763446,997954,3475108,288206,997954,,,,2023-11-20,16347750,0,8173875,1.646484799896867,0,0.01721949503754339,1590737,0.3204262716439316,0.9026938263675429,2023-12-23,13122238,4245977,4063819,4063819,182158,3787948,2021-05-01,439322,296574,2024-02-01,1947110,2265344,2252318,997954,3162182,2024-02-01,250000,292542,290775,288206,289754,2714.714285714286,0.0005468319257991406,59565.39285714286,0.01199841127239787,0,0,7289.464285714285,Downward,-0.6275838416501311,0.8552781381182973,0.8185855806495798,0.7630161710082104,0,0.175151360993078,0.1198442453959369,0.05530711559714112,1,1,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,2184354,0,0,Goal met by deadline,3822619,0,0,,,Not captured,,,31/12/2023,0.98,0.94,0.9,0,1207
Israel,ISR,EUR,Dev,Member State,Self-financing,,HIC,8655541,4411769,4378007,2852089,5937685,1456042,6058878.699999999,475286,1456042,,,,2023-11-20,20514175,0,10257088,1.185031415136269,0,0,0,0,1,2023-12-23,18852564,7055466,6385731,6385731,669735,4474108,2023-12-01,3111847,3024351,2024-02-01,1571562,2929586,2843212,1456042,2570672,2024-02-01,,0,0,0,0,33473.53571428572,0.003867295610324729,116438.1636363636,0.01345244204104211,0,0,0,Upward,1,0.8151386493345708,0.7377622034255282,0.5169067999331295,0,0.7053513001247346,0.6908054281320245,0.01454587199271007,0,0,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,3808438,0,0,Goal met by deadline,6664767,0,279036,,,Not captured,,,31/12/2023,0.99,0.98,0.99,0.93,1839
Italy,ITA,EUR,Dev,Member State,No,,HIC,59641488,30956232,29411239,9452689,50914788,18317015,41749041.59999999,1931331,18317015,,,,2023-11-20,157569933,0,78784966,1.320975861635109,0,0.01439774680871382,0,0,1,2023-12-23,150321543,50583975,49484586,49484586,1099389,44917315,,,,2024-02-01,35504880,34474384,33621240,18317015,36552478,2024-02-01,0,0,0,1602426.736300845,0,0,0,581368.6785714285,0.009747722568079263,0,0,0,Stable,,0.8481340203986862,0.829700727788683,0.7531219710681933,0,,,,1,0.829700727788683,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,26242255,0,0,Goal met by deadline,45923946,0,0,,,Not captured,,,31/12/2023,0.94,0.94,0.92,0.86,8345
Jamaica,JAM,AMR,LACRO,Member State,Self-financing,,UMIC,2961167,1498273,1475189,826415,2147048,404517,2072816.9,38202,404517,,,,2023-11-20,4816140,0,2408070,0.8132165460441778,0.5817397334795085,0.04484919458321394,2805413,0.9474011428602305,0.4174976225774167,2023-12-29,1529113,722248,760800,760800,0,46065,2023-03-01,420437,334055,2023-03-01,246581,147795,148584,148584,24433,2023-03-01,24598,24707,21395,24890.2176624959,3471,23.85714285714286,0.00000805666916359086,9960.785714285714,0.003363804106382961,23.85714285714286,0.00000805666916359086,0,Upward,1,0.2439065409009353,0.2569257323210747,0.01555636679727959,0.0002255867365805186,0.2806144140620568,0.2264489499311614,0.05416546413089543,0.7383990954639083,0.6515422664388225,0.367312127796854,0.367312127796854,2) Goal met after deadline,2) Goal met after deadline,3) Goal not yet met,1302913,0,542113,Goal not yet met,2280099,0,1519299,,,Not captured,10338087,3.491220522179262,31/12/2023,0.93,0.9,0.88,0.85,1004
Japan,JPN,WPR,Dev,Member State,Self-financing,,HIC,126476461,64516233,61534563,18886666,107164138,43610188,88533522.69999999,10909282,36174100,,65 and older,Region database,2023-11-20,345443401,0,172721700,1.365643050369665,0,0,0,0,1,2023-12-31,433356604,104740066,103455221,103455220.8857143,1284844.757142857,86666847,,,,2024-02-01,,66663081,66501723,36174100,65501289,2024-02-01,4800000,13064328,11523902,10909282,,102877.6126984124,0.0008134131196034364,1366763.242424243,0.01080646336573446,292.3091051807361,0.000002311173975533171,338513.9206349211,Downward,-0.6960904517443366,0.828138807922979,0.8179800420389237,0.6852409242267732,0.00008294308023659713,,,,1,1,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,55649643,0,0,Goal met by deadline,97386875,0,0,,,Not captured,,,31/12/2023,0.98,0.96,0.98,0.95,8361
Jordan,JOR,EMR,MENA,Member State,Self-financing,,UMIC,10203134,5067637,5201385,3940169,6328852,646047,7142193.8,99108,415130,,65 and older,Region,2023-11-20,11204722,0,5602361,0.549082370181554,0.04629298254789364,0,26274.80000000075,0.002575169550845921,0.9976550243727599,2022-08-21,10057975,4821579,4558313,4558313,263266,682211,,,,2023-04-01,407950,287783,280904,280904,,2023-08-01,258510,258510,253069,99108,64171,871.3341836734409,0.00008539868080468617,61970.25,0.006073648547593318,230.867346938766,0.00002262710133364572,992.2991496598614,Stable,-0.1219037283543826,0.4725586275746256,0.4467561633513781,0.06686288742262916,0,,,,1,1,0.6932358538289211,0.6766651410401561,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,4489379,0,0,Goal not yet met,7856413,2254052,3298100,,,Not captured,29354339,2.876992402530438,31/12/2023,0.78,0.77,0.76,0.9,23854
Kazakhstan,KAZ,EUR,CEE-CIS,Member State,No,,UMIC,18776707,9772815,9222143,6308200,12686762,2399336,13143694.9,482244,2399336,,,,2023-11-20,23220549,0,11610274,0.6183338750506145,0,0,0,0,1,2023-12-23,38355605,12443364,13070774,13070774,0,6801526,,,,2024-02-01,,0,0,0,0,2024-02-01,,0,891,891,0,0,0,159116.8928571429,0.008474163912614862,0,0,0,Stable,,0.6627021447370937,0.6961164170053886,0.3622320995901997,0,,,,0.001847612411974022,0.001847612411974022,0,0,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,8261751,0,0,Goal not yet met,14458064,2847790,1387290,,,Not captured,1429924,0.07615414140509302,31/12/2023,0.98,0.95,0.97,0.96,4009
Kenya,KEN,AFR,ESARO,Member State,AMC,Concerted support country,LMIC,53771296,27662874,27322828,24683909,30301789,2353246,37639907.2,472310,5293329,0,50 and older,Regional assumption,2023-11-20,35844325,889920,17922162,0.333303515689858,0.7931331052581714,0.2172435943486173,8509461.5,0.1582528622706062,0.7625994770441347,2023-12-31,23750431,14494372,11090440,11090440,3403932,2000636,2022-02-01,2674410,2624447,2022-10-01,,1514311,1322536,1322536,,2022-05-01,,255733,251690,251690,,0,0,172739.6964285714,0.003212488990939914,0,0,0,Stable,,0.2695559355683002,0.2062520494205682,0.03720639353754836,0,0.09667867481882034,0.09605327091324514,0.0006254039055751948,0.5414515889987508,0.5328915331032584,0.2860791384778841,0.2498495748138837,2) Goal met after deadline,2) Goal met after deadline,3) Goal not yet met,23659370,5737208,12568930,Goal not yet met,41403898,23481736,30313458,0.6,2022-12-31,Deadline past,95446355,1.775042859298017,31/12/2023,0.99,0.91,0.89,0.57,42360
Kiribati,KIR,WPR,EAPRO,Member State,AMC,,LMIC,119449,61679,59709,50153,71239,8507,83614.29999999999,2428,8507,One dose,60 and older,Region database,2023-11-20,361620,0,180810,1.513700407705381,0.715170621093966,0,105478,0.8830379492503077,0.7083181239975664,2023-02-06,219980,100900,81474,81474,19426,37606,,,,2024-02-01,,11661,9454,8507,6116,2024-02-01,1136,1512,899,1780.249805356261,775,245.4424860853428,0.002054788956670569,863.0765306122448,0.007225481423973786,80.57050092764361,0.0006745180028936501,284.2987012987017,Stable,-0.1366739103480259,0.8447119691248985,0.6820818926906044,0.3148289228038745,0,,,,1,0.733216559042941,1,1,2) Goal met after deadline,1) Goal met by deadline,2) Goal met after deadline,52558,0,0,Goal not yet met,91976,0,10502,1,2023-01-01,Deadline past,1817700,15.21737310483972,31/12/2023,0.99,0.92,0.8,0.58,101
Kosovo,XKX,EUR,,Territory or Area,AMC,,UMIC,1795666,,,,,,1256966.2,,,0,60 and older,TESSY - multiple,2023-11-20,2688685,0,1344342,0.748659271824493,0.5480413466216186,0,582915.5,0.3246235658524469,0.7831968043857871,2023-12-23,1836901,904558,824752,824752,79806,105624,2021-10-01,359699,360679,2024-02-01,0,369412,355772,,100742,2021-11-01,13500,9662,0,,,0,0,18492.57142857143,0.01029844716588242,0,0,0,Stable,,0.5037451285484049,0.4593014513834978,0.05882162941215126,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,790093,0,0,Goal not yet met,1382663,38321,557911,0.9,2022-12-31,Deadline past,3497182,1.947568200322332,31/12/2023,,,,,
Kuwait,KWT,EMR,MENA,Member State,Self-financing,,HIC,4270571,1674247,2654306,1073995,3254555,305603,2989399.7,71572,305603,,,,2023-11-20,9087028,0,4543514,1.063912530666274,0.003862649042129066,0,0,0,1,2023-12-03,8261221,3457498,3346176,3346176,111322,1457547,,,,,,,,,,,,,,,,2.214285714285714,5.184987474241066e-7,93419.7380952381,0.02187523356835376,1.142857142857143,2.676122567350227e-7,2.142857142857143,Stable,0.03333333333333342,0.8096102371322242,0.7835429969435,0.341300261721442,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,1879051,0,0,Goal met by deadline,3288340,0,0,,,Not captured,,,31/12/2023,0.99,0.94,0.94,0.94,548
Kyrgyzstan,KGZ,EUR,CEE-CIS,Member State,AMC,,LMIC,6524191,3349639,3278708,2472264,4156092,559009,4566933.699999999,94969,559009,0,60 and older,TESSY,2023-11-20,6389780,0,3194890,0.4896990293509187,0.2581591228493,0,2583409,0.3959738456461498,0.5956967219528685,2023-12-23,3167393,1528725,1337850,1337850,190875,300818,2021-07-01,71279,45482,2024-02-01,391795,243218,215869,215869,53469,2024-02-01,71791,58959,51476,56228.87852547542,14680,0,0,17066.20564516129,0.002615834767124582,0,0,0,Stable,,0.2343164079653707,0.2050599070444136,0.04610809217571957,0,0.02127960654864599,0.01387192760075005,0.007407678947895938,0.6780105687521335,0.5920761356387392,0.4350878071730509,0.3861637290276185,2) Goal met after deadline,2) Goal met after deadline,3) Goal not yet met,2870644,0,1532794,Goal not yet met,5023627,1828737,3685777,0.7,2022-07-30,Deadline past,13397934,2.053577830569338,31/12/2023,0.89,0.89,0.93,0.97,1645
Laos,LAO,WPR,EAPRO,Member State,AMC,,LMIC,7275560,3675501,3703857,2766985,4612373,513278,5092892,17378,513278,One dose,60 and older,Region database,2023-11-20,18448300,151200,9224150,1.267826806458884,0.3799569608039765,0.09600884634356552,2724060,0.3744124163638263,0.8523408660960631,2023-05-21,13879410,6324678,5691962,5691962,632716,2451034,2021-08-01,867690,996981,2024-02-01,,417470,399768,399768,153901,2024-02-01,47353,112920,94273,17378,16785,1735.672131147568,0.0002385619981345172,43550.20129870129,0.005985821201213555,356.1065573770487,0.00004894558733307796,1735.6721311475021,Stable,3.838310571987022e-14,0.8693046308462854,0.7823400535491426,0.3368859579193904,0,0.2360739393078658,0.2691737288993609,-0.03309978959149509,1,1,0.8133409185665468,0.7788527854301178,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,3201246,0,0,Goal met by deadline,5602181,0,0,0.8,2022-12-31,Deadline past,30609982,4.207233807432005,31/12/2023,0.85,0.75,0.73,0.5,22304
Latvia,LVA,EUR,Dev,Member State,No,,HIC,1907675,1005889,861045,369111,1497831,523066,1335372.5,56591,523066,,,,2023-11-20,9422115,0,4711058,2.469528614674931,0,0.1337067102237661,5500279.5,2.883237186627701,0.4162372779360048,2023-12-23,2979624,1344394,1304787,1304787,39607,550901,,,,2024-02-01,935468,830270,816184,523066,455734,2024-02-01,35684,50718,49598,56591,31386,0,0,15545.25,0.008148793688652418,0,0,0,Stable,,0.7047290550015071,0.6839671327663255,0.2887813699922681,0,,,,1,1,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,839377,0,0,Goal not yet met,1468910,0,164123,,,Not captured,,,31/12/2023,0.96,0.94,0.97,0.85,186
Lebanon,LBN,EMR,MENA,Member State,Self-financing,,UMIC,6825445,3359501,3409650,1986279,4782867,793977,4777811.5,82801,1138313,,55 and older,Region,2023-11-20,7236325,0,3618162,0.5300990631380078,0.300260187354795,0.04643240871575005,697993.5,0.1022634421638443,0.9035430968067355,2022-12-22,5814699,2740227,2414223,2414223,326004,660249,,,,2023-04-01,925995,705247,673914,673914,384889,2023-08-01,118542,86362,83895,82801,53032,156.9642857142857,0.00002299693070771001,26960.32142857143,0.00394997270193686,59.03246753247056,0.000008648881872532934,374.0460829492991,Downward,-0.5803611028976828,0.4014722849572445,0.3537092453312568,0.09673347305560297,0,,,,1,1,0.6195545513404486,0.5920287302350057,1) Goal met by deadline,1) Goal met by deadline,3) Goal not yet met,3003196,0,588973,Goal not yet met,5255593,1637431,2841370,,,Not captured,43730087,6.406921013941216,31/12/2023,0.88,0.67,0.67,0.59,3713
Lesotho,LSO,AFR,ESARO,Member State,AMC,,LMIC,2142249,1093046,1066021,822270,1336809,164284,1499574.3,16143,306520,0,50 and older,Regional assumption,2023-11-20,2750820,176640,1375410,0.6420402110118851,0.5404497567997906,0.5648679302898773,1136641,0.5305830461351598,0.5867992089631455,2023-12-31,1339097,1014073,938088,938088,75985,177816,2022-11-01,534165,387269,2024-02-01,,157470,154465,154465,40936,2024-02-01,,4073,3921,3921,2042,0,0,9285.92857142857,0.004334663510837709,0,0,0,Stable,,0.4733684086210333,0.4378986756441478,0.08300435663641341,0,0.4886939799422897,0.3632845882022962,0.1254093917399935,0.2523075017035247,0.2428916558260546,0.5137348297011615,0.5039312279785985,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,942590,0,4502,Goal not yet met,1649532,274122,711444,0.5,2022-12-31,Deadline past,17198589,8.028286627744954,31/12/2023,0.92,0.87,0.9,0.82,4537
Liberia,LBR,AFR,WCARO,Member State,AMC,,LIC,5057681,2575144,2605064,2422746,2757457,274498,3540376.7,36001,567958,0,50 and older,Regional assumption,2023-11-20,5144155,60000,2572078,0.5085488784286711,0.8307718506203933,0.6359061886743304,169071.5,0.03342866028917205,0.9671332803929897,2023-12-31,4460668,3903802,3730967,3730967,172835,1987,,,,2022-10-01,,137504,118850,118850,,2024-02-01,,15293,15293,15293,,0,0,34389.01984126984,0.006799365132215701,0,0,0,Stable,,0.7718561135034021,0.7376833374821385,0.0003928677985029107,0,,,,0.4247937557290075,0.4247937557290075,0.2421024089809458,0.2092584310811715,2) Goal met after deadline,2) Goal met after deadline,2) Goal met after deadline,2225380,0,0,Goal met after deadline,3894414,1322336,163447,0.7,2022-12-31,Goal met,26257632,5.191634664187005,31/12/2023,0.81,0.66,0.58,0.35,21457
Libya,LBY,EMR,MENA,Member State,Self-financing,,UMIC,6871292,3447311,3511227,2257089,4701443,495173,4809904.399999999,74168,495173,,,,2023-11-20,7006920,0,3503460,0.5098691774414477,0.3732981110102584,0,2652844,0.3860764467584844,0.6213965622555988,2023-12-31,3653384,2316327,1236102,1236102,1080225,186729,,,,,,,,,,,,,,,,0,0,18110.56349206349,0.002635685325563735,0,0,54.46966731897555,Downward,-1,0.3371021053973547,0.1798936793837316,0.02717523865962908,0,,,,,,,,2) Goal met after deadline,3) Goal not yet met,3) Goal not yet met,3023368,0,1787266,Goal not yet met,5290895,1787435,4054793,,,Not captured,17450594,2.539637960371936,31/12/2023,0.74,0.73,0.73,0.72,31705
Lithuania,LTU,EUR,Dev,Member State,No,,HIC,2794090,1444760,1245102,488274,2201588,760356,1955863,92625,760356,,,,2023-11-20,9330997,23974,4665498,1.669773700918725,0,0.06999219911870082,3865248.300000001,1.383365711197564,0.5857625610639463,2023-12-23,4532649,1960786,1907061,1907061,53725,902103,2021-12-01,5962818,4400307,2024-02-01,1505368,1207798,1189690,760356,807888,,,,,,,0,0,21918.89285714286,0.007844734012556094,0,0,0,Stable,,0.7017619332233392,0.6825338482296561,0.3228611104151978,0,4.127203134084554,3.534093592332194,0.5931095417523595,,,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,1229400,0,0,Goal not yet met,2151449,0,244388,,,Not captured,,,31/12/2023,0.93,0.9,0.88,0.88,1120
Luxembourg,LUX,EUR,Dev,Member State,No,,HIC,626108,313583,321231,119237,515577,129141,438275.6,31975,129141,,,,2023-11-20,2844120,3840,1422060,2.271269493442026,0,0.02821610902493566,1221768,1.951369412305864,0.5704231888949833,2023-12-23,1337940,469285,462715,462715,6570,368527,2023-12-01,224669,189193,2024-02-01,263948,235442,233952,129141,247906,2024-02-01,16477,14449,14202,25655.54646482715,11439,0,0,7265.071428571428,0.01160354352375537,0,0,0,Stable,,0.7495272381122745,0.7390338408070173,0.5885997303979505,0,0.716457843696884,0.588962460036547,0.1274953836603371,1,0.8023626728640235,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,275488,0,0,Goal met by deadline,482103,0,19388,,,Not captured,,,31/12/2023,0.99,0.99,0.99,0.9,61
Macao,MAC,WPR,,Territory or Area,,,HIC,,,,,,,,,,,65 and older,Region database,2023-11-20,1983283,0,991642,,0,0,,,,,,,,,,,2022-12-01,302832,290894,2024-02-01,,74396,69786,,53877,2024-02-01,9500,9508,8990,,6028,,,,,,,,Stable,,,,,,,,,,,,,,,,,,,,,,,,,Not captured,,,31/12/2023,,,,,
Madagascar,MDG,AFR,ESARO,Member State,AMC,Concerted support country,LIC,27691018,14243732,14183601,13199455,15227873,1445605,19383712.6,80166,3039903,One dose,50 and older,Region/IST,2023-11-20,9928400,0,4964200,0.1792711268325347,0.532009185770114,0.7261945529994762,5843497,0.2110249973475154,0.4114361830707869,2023-12-31,3092063,2710365,2628849,2628849,81516,169187,2022-07-01,717771,659903,2024-02-01,,185763,178168,178168,32429,2024-02-01,,49907,45093,45093,7124,0,0,7972.08095238095,0.0002878941089266184,0,0,0,Stable,,0.09787885010222448,0.09493507967096046,0.00610981510322228,0,0.05039206017074738,0.04652577296837383,0.003866287202373558,0.6225457176359055,0.5624953222064216,0.06110819983400786,0.05860976485104952,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,12184048,7219848,9555199,Goal not yet met,21322084,16357884,18693235,0.505,2023-06-30,Deadline past,77859774,2.81173389869596,31/12/2023,0.65,0.55,0.39,0.24,202878
Malawi,MWI,AFR,ESARO,Member State,AMC,Concerted support country,LIC,19129952,9956668,9691013,9751972,9895712,808042,13390966.4,29519,1689433,0,50 and older,Regional assumption,2023-11-20,11351830,0,5675915,0.2967030445241055,0.8197999793865834,0.5983484601161222,1712693,0.08952939348723928,0.8491262642234776,2023-12-31,8503954,5433538,4288014,4288014,1145524,1232829,2022-02-01,395657,407598,2024-02-01,,556207,456223,456223,94181,2024-02-01,,142585,125556,29519,24220,0,0,47320.21428571428,0.002473619080994781,0,0,0,Stable,,0.284033017960526,0.2241518431410596,0.06444496044736547,0,0.0397378922346311,0.04205938017006065,-0.00232148793542955,1,1,0.3292270246881646,0.2700450387792828,2) Goal met after deadline,2) Goal met after deadline,3) Goal not yet met,8417179,2741264,4129165,Goal not yet met,14730063,9054148,10442049,0.7,2023-06-30,Deadline past,69363738,3.625923264208922,31/12/2023,0.95,0.93,0.9,0.74,18524
Malaysia,MYS,WPR,EAPRO,Member State,No,,UMIC,32365999,15941211,16834984,9169752,23606442,3702369,22656199.3,639617,3702369,,60 and older,Region database,2023-11-20,87721589,83804,43860794,1.355150323028806,0.01581366721268201,0,6302150.970967755,0.194715169180094,0.9281573550729028,2023-12-31,72647279,28137593,27550612,27550611.80645161,586980.7419354841,16347670,2021-12-01,11506578,12149172,2024-02-01,,3355795,3331435,3331435,,2024-02-01,500000,510443,502643,621487.8954899046,,121.3432782457343,0.000003749097262399789,495058.2857142857,0.01529562815948569,14.44327552749642,4.462484080128787e-7,111.2471264366593,Stable,0.0907542705368078,0.869356529004005,0.85122080756573,0.5050877729693655,0.00002361895853897344,0.7218132926036799,0.7216622243300024,0.0001510682736775015,1,0.9716563122773544,0.906391286227818,0.8998117151477878,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,14241040,0,0,Goal met by deadline,24921819,0,0,,,Not captured,4145356,0.1280774926798953,31/12/2023,0.98,0.95,0.96,0.84,5073
Maldives,MDV,SEAR,ROSA,Member State,AMC,,UMIC,540544,200369,343251,124166,419451,33136,378380.8,17054,33136,0,60 and older,Regional assumption,2023-11-20,1555160,0,777580,1.438513793511722,0.593482342652846,0,447880,0.8285726971347384,0.7120039095655752,2023-05-25,951764,399308,385167,385167,14141,167289,,,,2023-03-01,,32405,29163,29163,20317,,,,,,,1.870370370369139,0.000003460163040139449,6325.502976190475,0.01170210561247646,0.4351851851845692,8.050874400318369e-7,2.124527588815129,Stable,-0.1196299919963556,0.7387150722235377,0.7125543896519062,0.3094826693109164,0,,,,,,0.977939401255432,0.8801001931434089,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,237839,0,0,Goal met by deadline,416219,0,31052,0.9,2022-06-01,Deadline past,4818558,8.91427524863841,31/12/2023,0.97,0.96,0.99,0.96,75
Mali,MLI,AFR,WCARO,Member State,AMC,Concerted support country,LIC,20250833,10403961,10451763,11213987,9641748,800822,14175583.1,22785,1689827,One dose,50 and older,Regional assumption,2023-11-20,10364810,0,5182405,0.2559107074755888,0.6238040060551038,0.5145053310190925,3405744,0.1681779707531043,0.671412790007728,2023-12-31,5922585,4354292,3633589,3633589,720703,0,2022-02-01,348557,462947,2024-02-01,,721880,639283,639283,,2024-02-01,,142009,38919,22785,,0,0,20845.66666666668,0.001029373293763604,0,0,0,Stable,,0.2150179204973938,0.1794291128666164,0,0,0.03350233627365577,0.04429367562199794,-0.01079133934834216,1,1,0.4271916592645283,0.3783126911808132,2) Goal met after deadline,3) Goal not yet met,3) Goal not yet met,8910367,3727962,5276778,Goal not yet met,15593141,10410736,11959552,0.47,2022-12-31,Deadline past,35081986,1.732372490553845,31/12/2023,0.82,0.77,0.7,0.33,149810
Malta,MLT,EUR,Dev,Member State,No,,HIC,514564,220667,222123,75923,366861,126558,360194.8,20038,126558,,,,2023-11-20,1415198,0,707599,1.375142839374694,0,0.02519930073389024,0,0,1,2023-12-23,1282437,450535,444904,444904,5631,354901,,,,2024-02-01,262120,255358,250672,126558,227316,2024-02-01,12400,12125,12101,18704.9924129943,749,0.5,9.71696426489222e-7,6876.107142857143,0.0133629774777426,0,0,19.25,Downward,-0.974025974025974,0.8755664990166432,0.8646232538615216,0.6897120669149027,0,,,,1,0.9334760162188992,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,226408,0,0,Goal met by deadline,396214,0,0,,,Not captured,,,31/12/2023,0.99,0.99,0.9,0.93,86
Marshall Islands,MHL,WPR,EAPRO,Member State,AMC,,UMIC,59194,30423,29195,24415,33891,4994,41435.8,4917,8449,One dose,50 and older,Region database,,,,,,,0,,,,2023-03-24,110742,47077,40689,40689,6388,18559,,,,2024-02-01,,16084,15486,8449,5251,2024-02-01,159,155,154,3424.572389093489,,21.2225501770954,0.0003585253602915059,640.0948660714286,0.01081350924200812,4.773809523809438,0.0000806468480557056,35.03305785123978,Downward,-0.3942135948505461,0.7953001993445281,0.6873838564719397,0.313528398148461,0,,,,1,0.6964759790712811,1,1,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,26045,,0,Goal not yet met,45579,,4890,,,Not captured,64000,1.081190661215664,31/12/2023,0.97,0.86,0.85,0.58,37
Martinique,MTQ,AMR,,Territory or Area,,,Other,375265,202556,172187,72372,302373,112509,262685.5,,112509,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stable,,,,,,,,,,,,,,,,165117,,,,288954,,,,,Not captured,,,31/12/2023,,,,,
Mauritania,MRT,AFR,WCARO,Member State,AMC,,LMIC,4649658,2376277,2398833,2183271,2591848,246139,3254760.6,16874,523354,0,50 and older,Regional assumption,2023-11-20,6033409,0,3016704,0.648801266673807,0.6692187897785132,0.4117075437783184,1354194.100000001,0.2912459583048905,0.7755507541424755,2023-12-31,4075874,2103754,1540597,1540597,563157,383937,2021-05-01,3692,5800,,,,,,,,,,,,,0,0,25768.95714285714,0.00554211882741852,0,0,0.9340659340710512,Downward,-1,0.4524534922783568,0.3313355519911357,0.08257316989765699,0,0.001553690920713368,0.00241784234250571,-0.0008641514217923418,,,,,1) Goal met by deadline,2) Goal met after deadline,3) Goal not yet met,2045850,0,505253,Goal not yet met,3580237,563533,2039640,0.664,2023-12-31,Off track,26573825,5.715221420586202,31/12/2023,0.75,0.68,0.63,0,17062
Mauritius,MUS,AFR,ESARO,Member State,Self-financing,,UMIC,1271768,645629,627799,263181,1010252,243101,890237.6,21815,243101,,,,2023-11-20,2929455,0,1464728,1.151725786464198,0.1843038434439705,0.1499254980875282,20497.5,0.01611732643060684,0.9930029647152798,2023-12-31,2616012,1123773,1088142,1088142,35631,654507,,,,,,,,,,,,,,,,0,0,18592.00446428571,0.01461902207343298,0,0,0,Stable,,0.8836305049348623,0.8556136024809556,0.5146433940781652,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,559578,0,0,Goal met by deadline,979261,0,0,,,Not captured,565144,0.4443766473130319,31/12/2023,0.93,0.92,0.77,0.64,394
