"ivac_study_id","first_author","study_design","publication_date","country","iso3c","continent","GNI_per_c_WB","year_GNI","q_GNI_per_c_WB","vaccine","vaccine_platform","dose_number","population_detail","history_of_COVID","outcome_detail","outcome_category","variant","timing_of_dose_days","max duration follow-up","VE","LCL","UCL"
372,"Weng","Retrospective cohort","01Feb2023","USA","USA","North America",66220,2019,4,"Moderna mRNA-1273","mRNA","2",">=12 years","included","infection","infection","omicron","14+","~48 weeks",25.6,"10.7",39
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"BioNTech/Pfizer BNT162b2","mRNA","2",">=18 years","excluded","infection","infection","other combinations","14+","~35 weeks",80.3,"80.1",80.6
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"BioNTech/Pfizer BNT162b2","mRNA","2",">=18 years","excluded","hospitalization","severe","other combinations","14+","~35 weeks",84.3,"83.6",84.9
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"BioNTech/Pfizer BNT162b2","mRNA","2",">=18 years","excluded","death","death","other combinations","14+","~35 weeks",89.8,"89.1",90.4
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Moderna mRNA-1273","mRNA","2",">=18 years","excluded","infection","infection","other combinations","14+","~1 week",91.5,"90.3",92.4
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Moderna mRNA-1273","mRNA","2",">=18 years","excluded","hospitalization","severe","other combinations","14+","~1 week",78,"69",84.4
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Moderna mRNA-1273","mRNA","2",">=18 years","excluded","death","death","other combinations","14+","~1 week",93.5,"85.9",96.9
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">=18 years","excluded","infection","infection","other combinations","14+","~32 weeks",80.8,"80.4",81.1
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">=18 years","excluded","hospitalization","severe","other combinations","14+","~32 weeks",80.2,"79.3",81.1
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">=18 years","excluded","death","death","other combinations","14+","~32 weeks",86.8,"85.9",87.7
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Janssen Ad26.COV2.S","Vectored","1",">=18 years","excluded","infection","infection","other combinations","14+","~11 weeks",82.2,"81.4",82.9
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Janssen Ad26.COV2.S","Vectored","1",">=18 years","excluded","hospitalization","severe","other combinations","14+","~11 weeks",77.3,"72.9",81
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Janssen Ad26.COV2.S","Vectored","1",">=18 years","excluded","death","death","other combinations","14+","~11 weeks",85.8,"80.1",89.9
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Cansino Ad5-nCoV","Vectored","1",">=18 years","excluded","infection","infection","other combinations","14+","~27 weeks",70.5,"70.1",70.9
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Cansino Ad5-nCoV","Vectored","1",">=18 years","excluded","hospitalization","severe","other combinations","14+","~27 weeks",72.3,"71.1",73.5
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Cansino Ad5-nCoV","Vectored","1",">=18 years","excluded","death","death","other combinations","14+","~27 weeks",79.9,"78.5",81.2
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Sinovac CoronaVac","Inactivated","2",">=18 years","excluded","infection","infection","other combinations","14+","~27 weeks",71.9,"71.4",72.5
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Sinovac CoronaVac","Inactivated","2",">=18 years","excluded","hospitalization","severe","other combinations","14+","~27 weeks",73.8,"72.5",75
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Sinovac CoronaVac","Inactivated","2",">=18 years","excluded","death","death","other combinations","14+","~27 weeks",80.4,"79",81.6
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2",">=18 years","excluded","infection","infection","other combinations","14+","~26 weeks",78.8,"78.2",79.3
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2",">=18 years","excluded","hospitalization","severe","other combinations","14+","~26 weeks",81.4,"79.5",83.1
374,"Bello Chavolla","Test-negative case-control","02Feb2023","Mexico","MEX","North America",9860,2019,3,"Gamaleya Gam-COVID-Vac/Sputnik V","Vectored","2",">=18 years","excluded","death","death","other combinations","14+","~26 weeks",87.7,"85.8",89.3
375,"Jorgensen","Test-negative case-control","27Feb2023","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","2","infants of mothers vaccinated post-partum","included","infection","infection","omicron","14+","~66 weeks",13,"-14",33
375,"Jorgensen","Test-negative case-control","27Feb2023","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","2","infants of mothers vaccinated post-partum","included","hospitalization","severe","omicron","14+","~66 weeks",36,"-21",66
375,"Jorgensen","Test-negative case-control","27Feb2023","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","2","infants of mothers vaccinated post-partum","included","infection","infection","omicron","14+","~66 weeks",73,"72",87
376,"Yan","Case-control","28Feb2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","3-17 years","excluded","infection","infection","omicron","14-60","~68 weeks",39.7,"29",48.7
376,"Yan","Case-control","28Feb2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","3-17 years","excluded","infection","infection","omicron","180+","~68 weeks",16.5,"8.7",23.6
376,"Yan","Case-control","28Feb2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","3-17 years","excluded","hospitalization","severe","omicron","14-60","~68 weeks",45.5,"-0.2",70.3
376,"Yan","Case-control","28Feb2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","3-17 years","excluded","hospitalization","severe","omicron","180+","~68 weeks",33.6,"5.5",53.3
376,"Yan","Case-control","28Feb2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","3-17 years","excluded","severe disease","severe","omicron","14-60","~68 weeks",67.3,"34.1",83.8
376,"Yan","Case-control","28Feb2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","3-17 years","excluded","severe disease","severe","omicron","180+","~68 weeks",29.2,"-4.9",52.2
376,"Yan","Case-control","28Feb2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2","3-17 years","excluded","infection","infection","omicron","14-60","~68 weeks",29.5,"20.1",37.7
376,"Yan","Case-control","28Feb2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2","3-17 years","excluded","infection","infection","omicron","121-179","~68 weeks",-35.2,"-63.3",-12
376,"Yan","Case-control","28Feb2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2","3-17 years","excluded","hospitalization","severe","omicron","14-60","~68 weeks",55.8,"34.9",70
376,"Yan","Case-control","28Feb2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2","3-17 years","excluded","hospitalization","severe","omicron","121-179","~68 weeks",-66.9,"-137.3",17.3
376,"Yan","Case-control","28Feb2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2","3-17 years","excluded","severe disease","severe","omicron","14-60","~68 weeks",57.6,"32.8",73.2
376,"Yan","Case-control","28Feb2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2","3-17 years","excluded","severe disease","severe","omicron","121-179","~68 weeks",-48.8,"-120",0.7
378,"Glatman-Freedman","Test-negative case-control","02Mar2023","Israel","ISR","Asia",43800,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","5-11 years","excluded","infection","infection","omicron","8-14","4 weeks",58.1,"55.5",60.6
378,"Glatman-Freedman","Test-negative case-control","02Mar2023","Israel","ISR","Asia",43800,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","5-11 years","excluded","infection","infection","omicron","36-42","4 weeks",39.5,"36.1",42.8
380,"Tamandjou Tchuem","Test-negative case-control","27Feb2023","France","FRA","Europe",42470,2019,4,"Multiple or heterologous RNA","mRNA","2",">=50 years","included","symptomatic disease","symptomatic","omicron","8-30","~54 weeks",69.8,"58.3",79.3
380,"Tamandjou Tchuem","Test-negative case-control","27Feb2023","France","FRA","Europe",42470,2019,4,"Multiple or heterologous RNA","mRNA","2",">=50 years","included","symptomatic disease","symptomatic","omicron",">120","~54 weeks",19.9,"16.3",24.1
380,"Tamandjou Tchuem","Test-negative case-control","27Feb2023","France","FRA","Europe",42470,2019,4,"Multiple or heterologous RNA","mRNA","2",">=50 years","included","symptomatic disease","symptomatic","delta","8-30","~45 weeks",85.9,"75.2",92.4
380,"Tamandjou Tchuem","Test-negative case-control","27Feb2023","France","FRA","Europe",42470,2019,4,"Multiple or heterologous RNA","mRNA","2",">=50 years","included","symptomatic disease","symptomatic","delta",">120","~45 weeks",60.1,"57.2",63
381,"Rojas-Botero","Retrospective cohort","08Sep2023","Colombia","COL","South America",6630,2019,3,"BioNTech/Pfizer BNT162b2","mRNA","2",">=18 years","included","hospitalization","severe","other combinations","15+","~64 weeks",90.5,"89.8",91.2
381,"Rojas-Botero","Retrospective cohort","08Sep2023","Colombia","COL","South America",6630,2019,3,"BioNTech/Pfizer BNT162b2","mRNA","2",">=18 years","included","death","death","other combinations","15+","~64 weeks",93.5,"92.8",94.2
381,"Rojas-Botero","Retrospective cohort","08Sep2023","Colombia","COL","South America",6630,2019,3,"Moderna mRNA-1273","mRNA","2",">=18 years","included","hospitalization","severe","other combinations","15+","~41 weeks",93.7,"91.8",95.2
381,"Rojas-Botero","Retrospective cohort","08Sep2023","Colombia","COL","South America",6630,2019,3,"Moderna mRNA-1273","mRNA","2",">=18 years","included","death","death","other combinations","15+","~41 weeks",95.7,"93.5",97.2
381,"Rojas-Botero","Retrospective cohort","08Sep2023","Colombia","COL","South America",6630,2019,3,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">=18 years","included","hospitalization","severe","other combinations","15+","~57 weeks",88,"86.8",89.1
381,"Rojas-Botero","Retrospective cohort","08Sep2023","Colombia","COL","South America",6630,2019,3,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">=18 years","included","death","death","other combinations","15+","~57 weeks",92.6,"91.5",93.6
381,"Rojas-Botero","Retrospective cohort","08Sep2023","Colombia","COL","South America",6630,2019,3,"Sinovac CoronaVac","Inactivated","2",">=18 years","included","hospitalization","severe","other combinations","15+","~64 weeks",77.4,"76.5",78.2
381,"Rojas-Botero","Retrospective cohort","08Sep2023","Colombia","COL","South America",6630,2019,3,"Sinovac CoronaVac","Inactivated","2",">=18 years","included","death","death","other combinations","15+","~64 weeks",81.9,"81.2",82.7
381,"Rojas-Botero","Retrospective cohort","08Sep2023","Colombia","COL","South America",6630,2019,3,"Janssen Ad26.COV2.S","Vectored","1",">=18 years","included","hospitalization","severe","other combinations","15+","~51 weeks",85.4,"83.8",86.9
381,"Rojas-Botero","Retrospective cohort","08Sep2023","Colombia","COL","South America",6630,2019,3,"Janssen Ad26.COV2.S","Vectored","1",">=18 years","included","death","death","other combinations","15+","~51 weeks",90.5,"88.8",91.9
382,"Bouillon","Retrospective cohort","13Jun2022","France","FRA","Europe",42470,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">=50 years","included","hospitalization","severe","other combinations","14-30","~28 weeks",90,"88",91
382,"Bouillon","Retrospective cohort","13Jun2022","France","FRA","Europe",42470,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">=50 years","included","hospitalization","severe","other combinations","152-180","~28 weeks",94,"92",94
382,"Bouillon","Retrospective cohort","13Jun2022","France","FRA","Europe",42470,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">=50 years","included","death","death","other combinations","14+","~28 weeks",91,"90",93
382,"Bouillon","Retrospective cohort","13Jun2022","France","FRA","Europe",42470,2019,4,"Moderna mRNA-1273","mRNA","2",">=50 years","included","hospitalization","severe","other combinations","14-30","~28 weeks",92,"85",95
382,"Bouillon","Retrospective cohort","13Jun2022","France","FRA","Europe",42470,2019,4,"Moderna mRNA-1273","mRNA","2",">=50 years","included","hospitalization","severe","other combinations","152-180","~28 weeks",98,"93",100
382,"Bouillon","Retrospective cohort","13Jun2022","France","FRA","Europe",42470,2019,4,"Moderna mRNA-1273","mRNA","2",">=50 years","included","death","death","other combinations","14+","~28 weeks",96,"92",98
382,"Bouillon","Retrospective cohort","13Jun2022","France","FRA","Europe",42470,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">=50 years","included","hospitalization","severe","other combinations","14-30","~23 weeks",94,"88",97
382,"Bouillon","Retrospective cohort","13Jun2022","France","FRA","Europe",42470,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">=50 years","included","hospitalization","severe","other combinations","90-120","~23 weeks",90,"63",97
382,"Bouillon","Retrospective cohort","13Jun2022","France","FRA","Europe",42470,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">=50 years","included","death","death","other combinations","14+","~23 weeks",88,"68",95
383,"Lipshuetz","Retrospective cohort","23Mar2023","Israel","ISR","Asia",43800,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","infants 0-120 days of unvaccinated mothers and mothers vaccinated during pregnancy at least 5 months prior","excluded","hospitalization up to 120 days after birth","severe","delta/omicron","120 days after birth","~59 weeks",-16,"-56",14
384,"Lutz","Test-negative case-control","27Mar2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">=12 years","included","hospitalization","severe","other combinations","14+","~45 weeks",93.9,"85.7",97.4
384,"Lutz","Test-negative case-control","27Mar2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">=12 years","included","outpatient clinic and emergency visits","symptomatic","other combinations","14+","~45 weeks",85.9,"60",95
384,"Lutz","Test-negative case-control","27Mar2023","USA","USA","North America",66220,2019,4,"Moderna mRNA-1273","mRNA","2",">=12 years","included","hospitalization","severe","other combinations","14+","~45 weeks",97.3,"88.3",99.4
384,"Lutz","Test-negative case-control","27Mar2023","USA","USA","North America",66220,2019,4,"Moderna mRNA-1273","mRNA","2",">=12 years","included","outpatient clinic and emergency visits","symptomatic","other combinations","14+","~45 weeks",85.4,"39.3",96.5
384,"Lutz","Test-negative case-control","27Mar2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=12 years","included","hospitalization","severe","other combinations","14-149","~45 weeks",96.2,"94",99.4
384,"Lutz","Test-negative case-control","27Mar2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=12 years","included","hospitalization","severe","other combinations","150+","~45 weeks",87.7,"69.4",95
384,"Lutz","Test-negative case-control","27Mar2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=12 years","included","outpatient clinic and emergency visits","symptomatic","other combinations","14-149","~45 weeks",87.7,"60.5",96.2
384,"Lutz","Test-negative case-control","27Mar2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=12 years","included","outpatient clinic and emergency visits","symptomatic","other combinations","150+","~45 weeks",87,"55.6",96.2
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","5-11 years","included","ED or UC visit","symptomatic","omicron","14-59","~6 weeks",49,"33",61
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","5-11 years","included","ED or UC visit","symptomatic","omicron","150+","~31 weeks",41,"29",51
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-15 years","included","ED or UC visit","symptomatic","omicron","14-59","~6 weeks",64,"44",77
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-15 years","included","ED or UC visit","symptomatic","omicron","150+","~62 weeks",13,"3",23
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","16-17 years","included","ED or UC visit","symptomatic","omicron","60-149","~19 weeks",31,"10",47
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","16-17 years","included","ED or UC visit","symptomatic","omicron","150+","~72 weeks",7,"-8",20
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-15 years","included","ED or UC visit","symptomatic","delta","14-59","~6 weeks",93,"89",95
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-15 years","included","ED or UC visit","symptomatic","delta","150+","~22 weeks",77,"69",84
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","16-17 years","included","ED or UC visit","symptomatic","delta","14-59","~ 6 weeks",93,"86",97
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","16-17 years","included","ED or UC visit","symptomatic","delta","150+","~32 weeks",72,"63",79
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-15 years","included","hospitalization","severe","delta","14-59","~6 weeks",98,"21",100
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-15 years","included","hospitalization","severe","delta","60-149","~19 weeks",97,"74",100
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","16-17 years","included","hospitalization","severe","delta","60-149","~19 weeks",99,"90",100
385,"Klein","Test-negative case-control","07Apr2023","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","16-17 years","included","hospitalization","severe","delta","150+","~32 weeks",98,"73",100
386,"Huang","Retrospective cohort","12Apr2023","China","CHN","Asia",10310,2019,3,"Sinovac CoronaVac","Inactivated","2",">=60 years","Partially excluded (excluded if prior infection prior to study start)","severe disease","severe","other combinations","8+","~66 weeks",65.5,"50.9",75.7
386,"Huang","Retrospective cohort","12Apr2023","China","CHN","Asia",10310,2019,3,"Sinovac CoronaVac","Inactivated","2",">=60 years","Partially excluded (excluded if prior infection prior to study start)","death","death","other combinations","8+","~66 weeks",80.4,"55.8",91.3
386,"Huang","Retrospective cohort","12Apr2023","China","CHN","Asia",10310,2019,3,"Beijing/Sinopharm BBIBP-CorV","Inactivated","2",">=60 years","Partially excluded (excluded if prior infection prior to study start)","severe disease","severe","other combinations","8+","~66 weeks",76.4,"61.8",85.4
386,"Huang","Retrospective cohort","12Apr2023","China","CHN","Asia",10310,2019,3,"Beijing/Sinopharm BBIBP-CorV","Inactivated","2",">=60 years","Partially excluded (excluded if prior infection prior to study start)","death","death","other combinations","8+","~66 weeks",82.7,"53.4",93.6
387,"Altarawneh","Test-negative case-control","27Jul2023","Qatar","QAT","Asia",65700,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","all ages","excluded","symptomatic disease","symptomatic","alpha","14+","~8 weeks",90.5,"83.9",94.4
387,"Altarawneh","Test-negative case-control","27Jul2023","Qatar","QAT","Asia",65700,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","all ages","excluded","severe, critical or fatal disease","severe","alpha","14+","~8 weeks",96.1,"71.2",99.5
387,"Altarawneh","Test-negative case-control","27Jul2023","Qatar","QAT","Asia",65700,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","all ages","excluded","symptomatic disease","symptomatic","beta","14+","~17 weeks",80.5,"79",82
387,"Altarawneh","Test-negative case-control","27Jul2023","Qatar","QAT","Asia",65700,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","all ages","excluded","severe, critical or fatal disease","severe","beta","14+","~17 weeks",97.4,"95.8",98.4
387,"Altarawneh","Test-negative case-control","27Jul2023","Qatar","QAT","Asia",65700,2019,4,"Moderna mRNA-1273","mRNA","2","all ages","excluded","symptomatic disease","symptomatic","beta","14+","~17 weeks",96,"91.6",98.1
387,"Altarawneh","Test-negative case-control","27Jul2023","Qatar","QAT","Asia",65700,2019,4,"Moderna mRNA-1273","mRNA","2","all ages","excluded","severe, critical or fatal disease","severe","beta","14+","~17 weeks",100,"92.2",100
387,"Altarawneh","Test-negative case-control","27Jul2023","Qatar","QAT","Asia",65700,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","all ages","excluded","symptomatic disease","symptomatic","delta","14+","~48 weeks",58.1,"54.6",61.3
387,"Altarawneh","Test-negative case-control","27Jul2023","Qatar","QAT","Asia",65700,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","all ages","excluded","severe, critical or fatal disease","severe","delta","14+","~48 weeks",91.1,"86.3",94.2
387,"Altarawneh","Test-negative case-control","27Jul2023","Qatar","QAT","Asia",65700,2019,4,"Moderna mRNA-1273","mRNA","2","all ages","excluded","symptomatic disease","symptomatic","delta","14+","~48 weeks",71,"66.4",74.9
387,"Altarawneh","Test-negative case-control","27Jul2023","Qatar","QAT","Asia",65700,2019,4,"Moderna mRNA-1273","mRNA","2","all ages","excluded","severe, critical or fatal disease","severe","delta","14+","~48 weeks",97.9,"91.2",99.5
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","omicron","7-57","~28.5 weeks",3,"1",5
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","omicron","157-207","~28.5 weeks",2,"0",3
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"Moderna mRNA-1273","mRNA","2","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","omicron","14-64","~28.5 weeks",4,"1",7
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"Moderna mRNA-1273","mRNA","2","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","omicron","164-214","~28.5 weeks",3,"0",4
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","omicron","14-64","~28.5 weeks",2,"0",4
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","omicron","164-214","~28.5 weeks",1,"0",2
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"Janssen Ad26.COV2.S","Vectored","1","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","omicron","21-71","~28.5 weeks",1,"0",2
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"Janssen Ad26.COV2.S","Vectored","1","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","omicron","171-221","~28.5 weeks",1,"0",2
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","delta","7-57","~28.5 weeks",62,"56",66
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","delta","157-207","~28.5 weeks",43,"41",45
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"Moderna mRNA-1273","mRNA","2","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","delta","14-64","~28.5 weeks",75,"70",77
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"Moderna mRNA-1273","mRNA","2","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","delta","164-214","~28.5 weeks",56,"54",58
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","delta","14-64","~28.5 weeks",48,"43",55
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","delta","164-214","~28.5 weeks",35,"34",38
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"Janssen Ad26.COV2.S","Vectored","1","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","delta","21-71","~28.5 weeks",28,"26",31
388,"Braeye","Retrospective cohort","05Apr2023","Belgium","BEL","Europe",48050,2019,4,"Janssen Ad26.COV2.S","Vectored","1","close contacts of unvaccinated index cases, females 45-64 years","excluded","infection","infection","delta","171-221","~28.5 weeks",27,"23",30
389,"DeCuir","Test-negative case-control","28Apr2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=18 years","included","invasive mechanical ventilation or death","severe","omicron","7+","62 weeks",53,"37",65
389,"DeCuir","Test-negative case-control","28Apr2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=18 years","included","invasive mechanical ventilation or death","severe","omicron","180+","62 weeks",50,"32",64
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","infection, September 2022","infection","omicron","14+ (median 459)","~87 weeks",-5.8,"-11.1",-0.3
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","infection, November 2022","infection","omicron","14+ (median 541)","~96 weeks",-2.1,"-10.5",6.7
