"","Study_id_f","first author","study design","n_row","publication_date","clean_vaccine","vac_type","dose_number","dose","dose interval","timing_of_dose_days","population_detail","population_category","historyofCOVID","max duration follow-up","outcome_detail","outcome_category","outcome_final","variant_clean","VE","LCL","UCL","country_clean","Country.Code","continent","Region","GNI_per_c_WB","year_GNI","Economy","Income group","q_GNI_per_c_WB","min_period_days","max_period_days","include","justification","sensitivity"
"2676",326,"Lin","Retrospective cohort",2734,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~60 weeks",">=5 years","general pop","included","~60 weeks","hospitalization","severe","severe","omicron",29.4,50.4,76.9,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,420,"no","sequential period",0
"2677",326,"Lin","Retrospective cohort",2735,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~47 weeks",">=5 years","general pop","included","~47 weeks","death","death","death","omicron",75.2,67.7,81,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2678",326,"Lin","Retrospective cohort",2736,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~60 weeks",">=5 years","general pop","included","~60 weeks","death","death","death","omicron",59.1,27.2,77,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2679",326,"Lin","Retrospective cohort",2737,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~46 weeks",">=5 years","general pop","included","~46 weeks","infection","infection","infection","omicron",47.2,45.8,48.5,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2680",326,"Lin","Retrospective cohort",2738,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~59 weeks",">=5 years","general pop","included","~59 weeks","infection","infection","infection","omicron",30.3,28.9,32.9,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2681",326,"Lin","Retrospective cohort",2739,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~46 weeks",">=5 years","general pop","included","~46 weeks","hospitalization","severe","severe","omicron",64.7,57.2,70.9,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,322,"yes",NA,0
"2682",326,"Lin","Retrospective cohort",2740,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~59 weeks",">=5 years","general pop","included","~59 weeks","hospitalization","severe","severe","omicron",61.5,49.6,70.6,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,413,"no","sequential period",0
"2683",326,"Lin","Retrospective cohort",2741,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~46 weeks",">=5 years","general pop","included","~46 weeks","death","death","death","omicron",69.6,62.3,75.5,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2684",326,"Lin","Retrospective cohort",2742,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~59 weeks",">=5 years","general pop","included","~59 weeks","death","death","death","omicron",48.3,22.6,65.4,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2685",326,"Lin","Retrospective cohort",2743,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~41 weeks",">=5 years","general pop","included","~41 weeks","infection","infection","infection","omicron",48.8,47.2,50.4,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2686",326,"Lin","Retrospective cohort",2744,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~54 weeks",">=5 years","general pop","included","~54 weeks","infection","infection","infection","omicron",49,46.4,51.4,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2687",326,"Lin","Retrospective cohort",2745,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~41 weeks",">=5 years","general pop","included","~41 weeks","hospitalization","severe","severe","omicron",65.3,58.3,71.1,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2688",326,"Lin","Retrospective cohort",2746,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~54 weeks",">=5 years","general pop","included","~54 weeks","hospitalization","severe","severe","omicron",53.3,26.7,70.2,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2689",326,"Lin","Retrospective cohort",2747,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~41 weeks",">=5 years","general pop","included","~41 weeks","death","death","death","omicron",76.1,69.2,81.4,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2690",326,"Lin","Retrospective cohort",2748,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~54 weeks",">=5 years","general pop","included","~54 weeks","death","death","death","omicron",77.5,19.6,93.7,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2691",326,"Lin","Retrospective cohort",2749,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~25 weeks",">=5 years","general pop","included","~25 weeks","infection","infection","infection","delta",54.3,53.6,55,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2692",326,"Lin","Retrospective cohort",2750,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~38 weeks",">=5 years","general pop","included","~38 weeks","infection","infection","infection","delta",47.4,46.6,48.2,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2693",326,"Lin","Retrospective cohort",2751,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~25 weeks",">=5 years","general pop","included","~25 weeks","hospitalization","severe","severe","delta",85.8,83.4,87.8,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,175,"yes",NA,0
"2694",326,"Lin","Retrospective cohort",2752,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~38 weeks",">=5 years","general pop","included","~38 weeks","hospitalization","severe","severe","delta",70.9,65.3,75.6,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,266,"no","sequential period",0
"2695",326,"Lin","Retrospective cohort",2753,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~25 weeks",">=5 years","general pop","included","~25 weeks","death","death","death","delta",89.6,87,91.6,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2696",326,"Lin","Retrospective cohort",2754,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~38 weeks",">=5 years","general pop","included","~38 weeks","death","death","death","delta",77.4,70.6,82.6,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2697",326,"Lin","Retrospective cohort",2755,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~24 weeks",">=5 years","general pop","included","~24 weeks","infection","infection","infection","delta",69.2,68.5,69.9,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2698",326,"Lin","Retrospective cohort",2756,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~37 weeks",">=5 years","general pop","included","~37 weeks","infection","infection","infection","delta",48.4,47.5,49.3,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2699",326,"Lin","Retrospective cohort",2757,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~24 weeks",">=5 years","general pop","included","~24 weeks","hospitalization","severe","severe","delta",89.8,88.1,91.3,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,168,"yes",NA,0
"2700",326,"Lin","Retrospective cohort",2758,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~37 weeks",">=5 years","general pop","included","~37 weeks","hospitalization","severe","severe","delta",72.7,67.8,77,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,259,"no","sequential period",0
"2701",326,"Lin","Retrospective cohort",2759,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~24 weeks",">=5 years","general pop","included","~24 weeks","death","death","death","delta",93,91.1,94.5,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2702",326,"Lin","Retrospective cohort",2760,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~37 weeks",">=5 years","general pop","included","~37 weeks","death","death","death","delta",85.1,80.1,88.8,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2703",326,"Lin","Retrospective cohort",2761,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~20 weeks",">=5 years","general pop","included","~20 weeks","infection","infection","infection","delta",59.2,57.7,60.7,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2704",326,"Lin","Retrospective cohort",2762,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~33 weeks",">=5 years","general pop","included","~33 weeks","infection","infection","infection","delta",60.5,58.9,62.1,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2705",326,"Lin","Retrospective cohort",2763,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~20 weeks",">=5 years","general pop","included","~20 weeks","hospitalization","severe","severe","delta",77.9,72.2,82.4,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2706",326,"Lin","Retrospective cohort",2764,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~33 weeks",">=5 years","general pop","included","~33 weeks","hospitalization","severe","severe","delta",70,64.8,74.5,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2707",326,"Lin","Retrospective cohort",2765,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~20 weeks",">=5 years","general pop","included","~20 weeks","death","death","death","delta",83.8,76.1,89,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2708",326,"Lin","Retrospective cohort",2766,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~33 weeks",">=5 years","general pop","included","~33 weeks","death","death","death","delta",79.2,73.1,84,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2709",326,"Lin","Retrospective cohort",2767,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~3 weeks",">=5 years","general pop","included","~3 weeks","infection","infection","infection","alpha",67.6,66.9,68.3,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2710",326,"Lin","Retrospective cohort",2768,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~21 weeks",">=5 years","general pop","included","~21 weeks","infection","infection","infection","alpha",58.6,58,59.2,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2711",326,"Lin","Retrospective cohort",2769,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~3 weeks",">=5 years","general pop","included","~3 weeks","hospitalization","severe","severe","alpha",94.1,92.2,95.5,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2712",326,"Lin","Retrospective cohort",2770,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~21 weeks",">=5 years","general pop","included","~21 weeks","hospitalization","severe","severe","alpha",87.1,85,88.9,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2713",326,"Lin","Retrospective cohort",2771,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~3 weeks",">=5 years","general pop","included","~3 weeks","death","death","death","alpha",97.1,94.7,98.4,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2714",326,"Lin","Retrospective cohort",2772,2022-09-26,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"~21 weeks",">=5 years","general pop","included","~21 weeks","death","death","death","alpha",91.9,89.4,93.8,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2715",326,"Lin","Retrospective cohort",2773,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~2 weeks",">=5 years","general pop","included","~2 weeks","infection","infection","infection","alpha",90.1,89.6,90.7,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2716",326,"Lin","Retrospective cohort",2774,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~20 weeks",">=5 years","general pop","included","~20 weeks","infection","infection","infection","alpha",71.9,71.3,72.6,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2717",326,"Lin","Retrospective cohort",2775,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~2 weeks",">=5 years","general pop","included","~2 weeks","hospitalization","severe","severe","alpha",96.5,95.1,97.6,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2718",326,"Lin","Retrospective cohort",2776,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~20 weeks",">=5 years","general pop","included","~20 weeks","hospitalization","severe","severe","alpha",90.4,88.6,91.9,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2719",326,"Lin","Retrospective cohort",2777,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~2 weeks",">=5 years","general pop","included","~2 weeks","death","death","death","alpha",97.2,95.1,98.4,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2720",326,"Lin","Retrospective cohort",2778,2022-09-26,"Moderna mRNA-1273","mRNA","2","final",NA,"~20 weeks",">=5 years","general pop","included","~20 weeks","death","death","death","alpha",92.8,90.3,94.6,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2721",326,"Lin","Retrospective cohort",2779,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~2 weeks",">=5 years","general pop","included","~2 weeks","infection","infection","infection","alpha",70.6,68.8,72.3,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2722",326,"Lin","Retrospective cohort",2780,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~10 weeks",">=5 years","general pop","included","~10 weeks","infection","infection","infection","alpha",63,60.8,65,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2723",326,"Lin","Retrospective cohort",2781,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~2 weeks",">=5 years","general pop","included","~2 weeks","hospitalization","severe","severe","alpha",67.9,56.5,76.3,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2724",326,"Lin","Retrospective cohort",2782,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~10 weeks",">=5 years","general pop","included","~10 weeks","hospitalization","severe","severe","alpha",79.3,71.7,84.8,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2725",326,"Lin","Retrospective cohort",2783,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~2 weeks",">=5 years","general pop","included","~2 weeks","death","death","death","alpha",85.7,74.6,91.9,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2726",326,"Lin","Retrospective cohort",2784,2022-09-26,"Janssen Ad26.COV2.S","Vectored","2","final",NA,"~10 weeks",">=5 years","general pop","included","~10 weeks","death","death","death","alpha",80.5,75.7,84.4,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2727",327,"Rudan","Test-negative case-control",2785,2022-09-28,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-35","12-15 years","12-15 years","included",NA,"symptomatic disease","symptomatic","symptomatic","omicron",81.2,77.7,84.2,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"2728",327,"Rudan","Test-negative case-control",2786,2022-09-28,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"98+","12-15 years","12-15 years","included","~21 weeks","symptomatic disease","symptomatic","symptomatic","omicron",48.7,22,66.3,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"2729",327,"Rudan","Test-negative case-control",2787,2022-09-28,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-35","12-15 years","12-15 years","included",NA,"symptomatic disease","symptomatic","symptomatic","delta",100,NA,100,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"2730",327,"Rudan","Test-negative case-control",2788,2022-09-28,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"42-63","12-15 years","12-15 years","included","~10 weeks","symptomatic disease","symptomatic","symptomatic","delta",92.9,42.5,99.1,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"2731",327,"Rudan","Test-negative case-control",2789,2022-09-28,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-35","16-17 years","16-17 years","included",NA,"symptomatic disease","symptomatic","symptomatic","omicron",65.5,56,73,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"2732",327,"Rudan","Test-negative case-control",2790,2022-09-28,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"98+","16-17 years","16-17 years","included","~27 weeks","symptomatic disease","symptomatic","symptomatic","omicron",1.2,-49.3,34.6,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"2733",327,"Rudan","Test-negative case-control",2791,2022-09-28,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-35","16-17 years","16-17 years","included",NA,"symptomatic disease","symptomatic","symptomatic","delta",95.6,77,99.1,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"2734",327,"Rudan","Test-negative case-control",2792,2022-09-28,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"42-63","16-17 years","16-17 years","included","~17 weeks","symptomatic disease","symptomatic","symptomatic","delta",96.7,51.3,99.8,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"2735",328,"Lewis","Outbreak investigation",2793,2022-09-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+",">=60 years",">=60 years","unknown","~14 weeks","infection","infection","infection","gamma",80,46.4,92.6,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2736",329,"Buchan","Test-negative case-control",2794,2022-09-22,"Multiple or heterologous RNA","mRNA","2","final",NA,"7-59 ",">=18 years","general pop","included",NA,"symptomatic disease","symptomatic","symptomatic","omicron",36,24,45,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2737",329,"Buchan","Test-negative case-control",2795,2022-09-22,"Multiple or heterologous RNA","mRNA","2","final",NA,"240+ ",">=18 years","general pop","included","~49 weeks","symptomatic disease","symptomatic","symptomatic","omicron",2,-17,17,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2738",329,"Buchan","Test-negative case-control",2796,2022-09-22,"Multiple or heterologous RNA","mRNA","2","final",NA,"120-179 ",">=18 years","general pop","included",NA,"severe disease","severe","severe","omicron",75,51,87,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2739",329,"Buchan","Test-negative case-control",2797,2022-09-22,"Multiple or heterologous RNA","mRNA","2","final",NA,"180-239 ",">=18 years","general pop","included","~32 weeks","severe disease","severe","severe","omicron",82,62,91,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2740",329,"Buchan","Test-negative case-control",2798,2022-09-22,"Multiple or heterologous RNA","mRNA","2","final",NA,"7-59 ",">=18 years","general pop","included",NA,"symptomatic disease","symptomatic","symptomatic","delta",89,86,92,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2741",329,"Buchan","Test-negative case-control",2799,2022-09-22,"Multiple or heterologous RNA","mRNA","2","final",NA,"240+ ",">=18 years","general pop","included","~49 weeks","symptomatic disease","symptomatic","symptomatic","delta",80,74,84,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2742",329,"Buchan","Test-negative case-control",2800,2022-09-22,"Multiple or heterologous RNA","mRNA","2","final",NA,"7-59 ",">=18 years","general pop","included",NA,"severe disease","severe","severe","delta",94,84,98,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2743",329,"Buchan","Test-negative case-control",2801,2022-09-22,"Multiple or heterologous RNA","mRNA","2","final",NA,"240+",">=18 years","general pop","included","~49 weeks","severe disease","severe","severe","delta",95,85,99,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2744",330,"Risk","Test-negative case-control",2802,2022-10-08,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"0-3 months","12-17 years","12-17 years","included",NA,"infection","infection","infection","omicron",54.5,17.8,76.9,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2745",330,"Risk","Test-negative case-control",2803,2022-10-08,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">=6 months","12-17 years","12-17 years","included","~58 weeks","infection","infection","infection","omicron",4.2,-20.2,23.6,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2746",330,"Risk","Test-negative case-control",2804,2022-10-08,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"0-3 months","12-17 years","12-17 years","included",NA,"infection","infection","infection","delta",81.9,67.9,90.8,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2747",330,"Risk","Test-negative case-control",2805,2022-10-08,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">=6 months","12-17 years","12-17 years","included","~44 weeks","infection","infection","infection","delta",65.3,34.6,83.8,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2748",331,"Mimura","Retrospective cohort",2806,2022-10-08,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+ (includes up to 13 days post booster dose)","16-64 years","16-64 years","excluded","~43 weeks","infection","infection","infection","omicron",15.8,7.9,23.1,"Japan","JPN","Asia","East Asia & Pacific",41970,2019,"Japan","High income",4,NA,NA,NA,NA,NA
"2749",331,"Mimura","Retrospective cohort",2807,2022-10-08,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+ (includes up to 13 days post booster dose)","16-64 years","16-64 years","excluded","~43 weeks","symptomatic disease","symptomatic","symptomatic","omicron",21.2,11,30.3,"Japan","JPN","Asia","East Asia & Pacific",41970,2019,"Japan","High income",4,NA,NA,NA,NA,NA
"2750",331,"Mimura","Retrospective cohort",2808,2022-10-08,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+ (includes up to 13 days post booster dose)","16-64 years","16-64 years","excluded","~31 weeks","infection","infection","infection","delta",82.9,69.4,90.4,"Japan","JPN","Asia","East Asia & Pacific",41970,2019,"Japan","High income",4,NA,NA,NA,NA,NA
"2751",331,"Mimura","Retrospective cohort",2809,2022-10-08,"Multiple or heterologous RNA","mRNA","2","final",NA,"14+ (includes up to 13 days post booster dose)","16-64 years","16-64 years","excluded","~31 weeks","symptomatic disease","symptomatic","symptomatic","delta",95.7,82.5,98.9,"Japan","JPN","Asia","East Asia & Pacific",41970,2019,"Japan","High income",4,NA,NA,NA,NA,NA
"2752",332,"Wan","Case-control",2810,2022-10-17,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-180","60-79 years","60-79 years","excluded","~24 weeks","infection","infection","infection","omicron",17.3,15.2,19.3,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,NA,NA,NA,NA,NA
"2753",332,"Wan","Case-control",2811,2022-10-17,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-180","60-79 years","60-79 years","excluded","~24 weeks","hospitalization","severe","severe","omicron",74.6,72.1,76.8,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,14,168,"yes",NA,1
"2754",332,"Wan","Case-control",2812,2022-10-17,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-180","60-79 years","60-79 years","excluded","~24 weeks","severe disease","severe","severe","omicron",77.5,65.7,85.2,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,14,168,"no","duplicated endpoint (use hospitalisation)",1
"2755",332,"Wan","Case-control",2813,2022-10-17,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-180","60-79 years","60-79 years","excluded","~24 weeks","death","death","death","omicron",92.1,88.7,94.5,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,NA,NA,NA,NA,NA
"2756",332,"Wan","Case-control",2814,2022-10-17,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-180",">=80 years",">=80 years","excluded","~24 weeks","infection","infection","infection","omicron",54.2,51.4,56.9,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,NA,NA,NA,NA,NA
"2757",332,"Wan","Case-control",2815,2022-10-17,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-180",">=80 years",">=80 years","excluded","~24 weeks","hospitalization","severe","severe","omicron",81,78.2,83.5,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,14,168,"yes",NA,1
"2758",332,"Wan","Case-control",2816,2022-10-17,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-180",">=80 years",">=80 years","excluded","~24 weeks","severe disease","severe","severe","omicron",82.7,62.7,92,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,14,168,"no","duplicated endpoint (use hospitalisation)",1
"2759",332,"Wan","Case-control",2817,2022-10-17,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-180",">=80 years",">=80 years","excluded","~24 weeks","death","death","death","omicron",92.5,89.3,94.8,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,NA,NA,NA,NA,NA
"2760",332,"Wan","Case-control",2818,2022-10-17,"Sinovac CoronaVac","Inactivated","2","final",NA,"14-180","60-79 years","60-79 years","excluded","~24 weeks","infection","infection","infection","omicron",-23.1,-25.8,-20.5,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,NA,NA,NA,NA,NA
"2761",332,"Wan","Case-control",2819,2022-10-17,"Sinovac CoronaVac","Inactivated","2","final",NA,"14-180","60-79 years","60-79 years","excluded","~24 weeks","hospitalization","severe","severe","omicron",59.4,56.6,62,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,NA,NA,NA,NA,NA
