"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","n_row","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_intro_F40","diff_intro_F70","V1_date_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","include_population","inclusion_notes","clean_vaccine_dose","max_follow_up_days","n_estimates"
"129",207,"Altarawneh","Test-negative case-control","15Jun2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization or death","severe","Qatar",">= 18 years","general pop",76.8,58,87.1,"omicron BA.2","omicron BA.2","44 weeks",NA,NA,1822,"Qatar","QAT",207,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,123,200,"jan/2021","before Jun/2021","<180","yes","yes","yes",2022-06-15,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",308,3
"130",207,"Altarawneh","Test-negative case-control","15Jun2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization or death","severe","Qatar",">= 18 years","general pop",73.5,60.5,82.2,"omicron","omicron","44 weeks",NA,NA,1830,"Qatar","QAT",207,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,123,200,"jan/2021","before Jun/2021","<180","yes","yes","yes",2022-06-15,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",308,3
"131",210,"Stowe","Test-negative case-control","30Sep2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14-174","hospitalization with ARI","severe","UK","18-64 years","18-64 years",73.8,62.5,81.7,NA,"omicron","~43 weeks",NA,NA,1876,"UK","GBR",210,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-09-30,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",301,4
"132",210,"Stowe","Test-negative case-control","30Sep2022","BNT162b2 (Pfizer BioNTech)","included","2","final","175+","hospitalization with ARI","severe","UK","18-64 years","18-64 years",65.1,51.3,74.9,NA,"omicron","~43 weeks",NA,NA,1877,"UK","GBR",210,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-09-30,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",301,4
"133",210,"Stowe","Test-negative case-control","30Sep2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14-174","hospitalization with ARI","severe","UK",">= 65 years",">= 65 years",87.6,79.4,92.5,NA,"omicron","~43 weeks",NA,NA,1879,"UK","GBR",210,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-09-30,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",301,4
"134",210,"Stowe","Test-negative case-control","30Sep2022","BNT162b2 (Pfizer BioNTech)","included","2","final","175+","hospitalization with ARI","severe","UK",">= 65 years",">= 65 years",65.4,56.6,72.5,NA,"omicron","~43 weeks",NA,NA,1881,"UK","GBR",210,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-09-30,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",301,4
"135",215,"Hansen","Retrospective cohort","30Mar2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-30","hospitalization","severe","Denmark",">= 12 years","general pop",50.5,33.9,63,NA,"omicron","~2 weeks",NA,NA,1904,"Denmark","DNK",215,"DNK",63020,2019,"Denmark","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-16,2021-09-03,2020-12-16,2020-12-16,16,212,261,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-03-30,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",14,2
"136",215,"Hansen","Retrospective cohort","30Mar2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","121+","hospitalization","severe","Denmark",">= 12 years","general pop",51.6,47.2,55.6,NA,"omicron","~30 weeks",NA,NA,1905,"Denmark","DNK",215,"DNK",63020,2019,"Denmark","Europe & Central Asia","High income",4,"Europe",2021-01-01,2021-07-16,2021-09-03,2020-12-16,2020-12-16,16,212,261,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-03-30,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",210,2
"137",230,"Plumb","Test-negative case-control","12Apr2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","hospitalization","severe","USA","hospitalized adults","general pop",37.3,25.8,46.9,NA,"omicron","~55 weeks",NA,NA,1983,"USA","USA",230,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-12,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",385,1
"138",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-59","severe disease","severe","Brazil",">= 18 years","general pop",82.9,80.6,85,NA,"omicron","~7 weeks",NA,NA,2118,"Brazil","BRA",240,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",49,2
"139",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","150+","severe disease","severe","Brazil",">= 18 years","general pop",82.6,80.7,84.3,NA,"omicron","~33 weeks",NA,NA,2119,"Brazil","BRA",240,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",231,2
"140",244,"Sharma","Matched case-control","27Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization","severe","USA","veterans","veterans",52.9,47.8,57.6,NA,"omicron","~42 weeks",NA,NA,2176,"USA","USA",244,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-27,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",294,1
"141",272,"Adams","Prospective test-negative case control","11Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","hospitalization","severe","USA",">= 18 years","general pop",36,21,48,"omicron BA.1, BA.2, BA.5","omicron BA.1, BA.2, BA.5","~72 weeks",NA,NA,2319,"USA","USA",272,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-11,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",504,1
"142",278,"Tartof","Test-negative case-control","07Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","<6 months","hospitalization","severe","USA",">= 18 years","general pop",54,38,65,"omicron BA.1","omicron BA.1","~70 weeks",NA,NA,2350,"USA","USA",278,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-07,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",490,4
"143",278,"Tartof","Test-negative case-control","07Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final",">=6 months","hospitalization","severe","USA",">= 18 years","general pop",32,16,45,"omicron BA.1","omicron BA.1","~70 weeks",NA,NA,2351,"USA","USA",278,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-07,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",490,4
"144",278,"Tartof","Test-negative case-control","07Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","<6 months","hospitalization","severe","USA",">= 18 years","general pop",56,-2,81,"omicron BA.2","omicron BA.2","~70 weeks",NA,NA,2354,"USA","USA",278,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-07,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",490,4
"145",278,"Tartof","Test-negative case-control","07Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final",">=6 months","hospitalization","severe","USA",">= 18 years","general pop",56,28,73,"omicron BA.2","omicron BA.2","~70 weeks",NA,NA,2355,"USA","USA",278,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-07,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",490,4
"146",299,"Risk","Retrospective cohort","16Aug2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","hospitalization","severe","USA",">= 18 years","general pop",67,51,78,NA,"omicron","~56 weeks",NA,NA,2525,"USA","USA",299,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-08-16,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",392,1
"147",301,"Yan","Case-control","18Aug2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","severe disease","severe","Hong Kong","18-50 years","18-50 years",73.7,54.2,84.9,NA,"omicron BA.2","~52 weeks",NA,NA,2538,"Hong Kong","HKG",301,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-08-18,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",364,3
"148",301,"Yan","Case-control","18Aug2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","severe disease","severe","Hong Kong","51-64 years","51-64 years",84.5,72.2,91.4,NA,"omicron BA.2","~52 weeks",NA,NA,2539,"Hong Kong","HKG",301,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-08-18,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",364,3
"149",301,"Yan","Case-control","18Aug2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","severe disease","severe","Hong Kong",">= 65 years",">= 65 years",81.9,74.4,87.2,NA,"omicron BA.2","~52 weeks",NA,NA,2540,"Hong Kong","HKG",301,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-08-18,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",364,3
"150",310,"Penayo","Test-negative case-control","01Jun2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","hospitalization with SARI","severe","Paraguay",">=18 years","general pop",49.5,9.9,71.7,NA,"omicron","~53 weeks",NA,NA,2618,"Paraguay","PRY",310,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,291,NA,"feb/2021","Dec/2021 +","270-359","yes","yes","no",2022-06-01,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",371,2
"151",310,"Penayo","Test-negative case-control","01Jun2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14-89","hospitalization with SARI","severe","Paraguay",">=18 years","general pop",78,-97,97.5,NA,"omicron","~11 weeks",NA,NA,2619,"Paraguay","PRY",310,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,291,NA,"feb/2021","Dec/2021 +","270-359","yes","yes","no",2022-06-01,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",77,2
"152",316,"Collie","Test-negative case-control","14Sept2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14-27","hospitalization","severe","South Africa",">=18 years","general pop",80.3,62.8,89.5,NA,"omicron BA.1 or BA.2","~36 weeks",NA,NA,2656,"South Africa","ZAF",316,"ZAF",6570,2019,"South Africa","Sub-Saharan Africa","Upper middle income",3,"Africa",2021-02-19,NA,NA,2021-02-17,2021-02-17,2,NA,NA,"feb/2021","not reached","not reached","yes","no","no",2022-09-14,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",252,4
"153",316,"Collie","Test-negative case-control","14Sept2022","BNT162b2 (Pfizer BioNTech)","included","2","final","7-8 months","hospitalization","severe","South Africa",">=18 years","general pop",38.4,16.9,54.4,NA,"omicron BA.1 or BA.2","~36 weeks",NA,NA,2657,"South Africa","ZAF",316,"ZAF",6570,2019,"South Africa","Sub-Saharan Africa","Upper middle income",3,"Africa",2021-02-19,NA,NA,2021-02-17,2021-02-17,2,NA,NA,"feb/2021","not reached","not reached","yes","no","no",2022-09-14,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",252,4
"154",316,"Collie","Test-negative case-control","14Sept2022","BNT162b2 (Pfizer BioNTech)","included","2","final","3-4 months","hospitalization","severe","South Africa",">=18 years","general pop",47.4,19.9,65.5,NA,"omicron BA.4 or BA.5","~53 weeks",NA,NA,2658,"South Africa","ZAF",316,"ZAF",6570,2019,"South Africa","Sub-Saharan Africa","Upper middle income",3,"Africa",2021-02-19,NA,NA,2021-02-17,2021-02-17,2,NA,NA,"feb/2021","not reached","not reached","yes","no","no",2022-09-14,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",371,4
"155",316,"Collie","Test-negative case-control","14Sept2022","BNT162b2 (Pfizer BioNTech)","included","2","final","9+ months","hospitalization","severe","South Africa",">=18 years","general pop",19.3,6.3,30.5,NA,"omicron BA.4 or BA.5","~53 weeks",NA,NA,2659,"South Africa","ZAF",316,"ZAF",6570,2019,"South Africa","Sub-Saharan Africa","Upper middle income",3,"Africa",2021-02-19,NA,NA,2021-02-17,2021-02-17,2,NA,NA,"feb/2021","not reached","not reached","yes","no","no",2022-09-14,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",371,4
"156",324,"Link-Gelles","Test-negative case-control","05Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","150+","hospitalization","severe","USA",">=18 years","general pop",17,7,27,NA,"omicron BA.4 or BA.5","~82 weeks",NA,NA,2722,"USA","USA",324,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-05,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",574,1
"157",326,"Lin","Retrospective cohort","26Sep2022","BNT162b2 (Pfizer BioNTech)","included","2","final","~47 weeks","hospitalization","severe","USA",">=5 years","general pop",58.8,49.3,66.5,NA,"omicron","~47 weeks",NA,"Persons vaccinated between July 2021 and June 2022. The study includes additional VE estimates for individuals vaccinated between December 2020 and March 2021 and between April 2021 and June 2021",2733,"USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-09-26,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",329,2
"158",326,"Lin","Retrospective cohort","26Sep2022","BNT162b2 (Pfizer BioNTech)","included","2","final","~60 weeks","hospitalization","severe","USA",">=5 years","general pop",29.4,50.4,76.9,NA,"omicron","~60 weeks",NA,"Persons vaccinated between July 2021 and June 2022. The study includes additional VE estimates for individuals vaccinated between December 2020 and March 2021 and between April 2021 and June 2021",2734,"USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-09-26,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",420,2
"159",332,"Wan","Case-control","17Oct2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-180","hospitalization","severe","Hong Kong","60-79 years","60-79 years",74.6,72.1,76.8,NA,"omicron BA.2","~24 weeks",NA,NA,2811,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",168,4
"160",332,"Wan","Case-control","17Oct2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-180","severe disease","severe","Hong Kong","60-79 years","60-79 years",77.5,65.7,85.2,NA,"omicron BA.2","~24 weeks",NA,NA,2812,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",168,4
"161",332,"Wan","Case-control","17Oct2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-180","hospitalization","severe","Hong Kong",">=80 years",">=80 years",81,78.2,83.5,NA,"omicron BA.2","~24 weeks",NA,NA,2815,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",168,4
"162",332,"Wan","Case-control","17Oct2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-180","severe disease","severe","Hong Kong",">=80 years",">=80 years",82.7,62.7,92,NA,"omicron BA.2","~24 weeks",NA,NA,2816,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",168,4
"163",341,"Tartof","Test-negative case-control","25Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final",">=6 months","hospitalization for ARI","severe","USA",">=18 years","general pop",-4,-118,50,"omicron BA.4/BA.5","omicron BA.4/BA.5","~84 weeks",NA,NA,2904,"USA","USA",341,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-25,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",588,1
"164",392,"Yan","Case-control","03May2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-30","hospitalization","severe","Hong Kong",">=18 years","general pop",73,69.2,76.3,NA,"omicron BA.2","~32 weeks",NA,NA,3330,"Hong Kong","HKG",392,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-05-03,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",224,4
"165",392,"Yan","Case-control","03May2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","211-240","hospitalization","severe","Hong Kong",">=18 years","general pop",46.6,40.7,51.8,NA,"omicron BA.2","~32 weeks",NA,NA,3331,"Hong Kong","HKG",392,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-05-03,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",224,4
"166",392,"Yan","Case-control","03May2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-30","severe disease","severe","Hong Kong",">=18 years","general pop",69.7,50,81.6,NA,"omicron BA.2","~32 weeks",NA,NA,3332,"Hong Kong","HKG",392,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-05-03,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",224,4
"167",392,"Yan","Case-control","03May2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","211-240","severe disease","severe","Hong Kong",">=18 years","general pop",71.8,47.2,84.9,NA,"omicron BA.2","~32 weeks",NA,NA,3333,"Hong Kong","HKG",392,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-05-03,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",224,4
"168",418,"Paternina-Caicedo","Test-negative case-control","09Sep2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization","severe","Colombia",">=5 years","general pop",45,1,70,NA,"omicron BA.1","~47 weeks",NA,NA,3528,"Colombia","COL",418,"COL",6630,2019,"Colombia","Latin America & Caribbean","Upper middle income",3,"South America",2021-02-18,2021-10-26,2022-07-29,2021-02-17,2021-02-17,1,251,527,"feb/2021","Sep-Nov/2021","180-269","yes","yes","no",2023-09-09,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",329,1
"169",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-59","severe disease","severe","Scotland",">= 18 years","general pop",90.4,30.4,98.7,NA,"omicron","~7 weeks",NA,NA,2126,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",49,2
"170",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","150+","severe disease","severe","Scotland",">= 18 years","general pop",72.9,57.9,82.5,NA,"omicron","~38.5 weeks",NA,NA,2127,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",269.5,2
