"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID ","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","n_row","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_intro_F40","diff_intro_F70","owid_who","V1_date_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","earliest_date","min_pub_date"
"3327",403,"Wu","Target trial emulation","09Jan2024","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","infection","infection","USA","12-20 years","12-20 years",85.5,"83.8",87.1,NA,"omicron BA.1, BA.2, BA.2.12.1, BA.5","~52 weeks",NA,NA,3425,"USA","USA",403,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2024-01-09,"infection","2024 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","01/06/2023",2023-06-01
"3328",403,"Wu","Target trial emulation","09Jan2024","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","mild disease","symptomatic","USA","12-20 years","12-20 years",87,"83.5",89.8,NA,"omicron BA.1, BA.2, BA.2.12.1, BA.5","~52 weeks",NA,NA,3426,"USA","USA",403,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2024-01-09,"symptomatic","2024 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","01/06/2023",2023-06-01
"3329",403,"Wu","Target trial emulation","09Jan2024","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","moderate or severe disease","symptomatic","USA","12-20 years","12-20 years",84.8,"77.3",89.9,NA,"omicron BA.1, BA.2, BA.2.12.1, BA.5","~52 weeks",NA,NA,3427,"USA","USA",403,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2024-01-09,"symptomatic","2024 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","01/06/2023",2023-06-01
"3330",403,"Wu","Target trial emulation","09Jan2024","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","ICU admission","severe","USA","12-20 years","12-20 years",91.5,"69.5",97.6,NA,"omicron BA.1, BA.2, BA.2.12.1, BA.5","~52 weeks",NA,NA,3428,"USA","USA",403,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2024-01-09,"severe","2024 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","01/06/2023",2023-06-01
"3331",403,"Wu","Target trial emulation","09Jan2024","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","infection","infection","USA","12-20 years","12-20 years",98.4,"98.1",98.7,NA,"delta","~22 weeks",NA,NA,3429,"USA","USA",403,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2024-01-09,"infection","2024 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","01/06/2023",2023-06-01
"3332",403,"Wu","Target trial emulation","09Jan2024","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","mild disease","symptomatic","USA","12-20 years","12-20 years",99,"98.5",99.3,NA,"delta","~22 weeks",NA,NA,3430,"USA","USA",403,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2024-01-09,"symptomatic","2024 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","01/06/2023",2023-06-01
"3333",403,"Wu","Target trial emulation","09Jan2024","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","moderate or severe disease","symptomatic","USA","12-20 years","12-20 years",98.7,"97.4",99.3,NA,"delta","~22 weeks",NA,NA,3431,"USA","USA",403,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2024-01-09,"symptomatic","2024 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","01/06/2023",2023-06-01
"3334",403,"Wu","Target trial emulation","09Jan2024","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","ICU admission","severe","USA","12-20 years","12-20 years",99,"92.5",99.9,NA,"delta","~22 weeks",NA,NA,3432,"USA","USA",403,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2024-01-09,"severe","2024 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","01/06/2023",2023-06-01
"3335",404,"Spicer","Retrospective cohort","12May2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","14-90","infection","infection","USA","12-17 years","12-17 years",31.5,"24.6",37.7,NA,"omicron BA.1","~35 weeks",NA,NA,3433,"USA","USA",404,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-05-12,"infection","2023 (Jan-Jun)","Multiple or heterologous RNA","mRNA","omicron",NA,2023-05-12
"3336",404,"Spicer","Retrospective cohort","12May2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","151+","infection","infection","USA","12-17 years","12-17 years",1.3,"-2.4",4.9,NA,"omicron BA.1","~35 weeks",NA,NA,3434,"USA","USA",404,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-05-12,"infection","2023 (Jan-Jun)","Multiple or heterologous RNA","mRNA","omicron",NA,2023-05-12
"3337",405,"Lowthian","Retrospective cohort","22Jun2023","BNT162b2 (Pfizer BioNTech)","included","2","final","0+","infection","infection","UK","4-11 years","4-11 years",87,"83",90,NA,"omicron BA.1, BA.2","~13 weeks",NA,NA,3435,"UK","GBR",405,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-06-22,"infection","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron",NA,2023-06-22
"3338",405,"Lowthian","Retrospective cohort","22Jun2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","included","2","final","0+","infection","infection","UK","11-16 years","11-16 years",64,"62",65,NA,"delta & omicron BA.1, BA.2","~35 weeks",NA,NA,3436,"UK","GBR",405,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-06-22,"infection","2023 (Jan-Jun)","Multiple or heterologous RNA","mRNA","delta/omicron",NA,2023-06-22
"3339",406,"Aglipay","Test-negative case-control","28Jun2023","mRNA-1273 (Moderna)","included","2","final","7+","symptomatic disease","symptomatic","Canada","6m-5 years","6m-5 years",90,"53",99,NA,"omicron BA.5, BQ.1","~12 weeks",NA,NA,3437,"Canada","CAN",406,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2023-06-28,"symptomatic","2023 (Jan-Jun)","Moderna mRNA-1273","mRNA","omicron",NA,2023-06-28
"3340",406,"Aglipay","Test-negative case-control","28Jun2023","mRNA-1273 (Moderna)","included","2","final","7+","hospitalization","severe","Canada","6m-5 years","6m-5 years",82,"4",99,NA,"omicron BA.5, BQ.1","~12 weeks",NA,NA,3438,"Canada","CAN",406,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2023-06-28,"severe","2023 (Jan-Jun)","Moderna mRNA-1273","mRNA","omicron",NA,2023-06-28
"3341",408,"Cegolon","Retrospective cohort","14Jul2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","previously infected only","2","final","8+","infection","infection","Italy","HCW","HCW",51,"37",62,NA,"omicron BA.1, BA.2, BA.5, BQ.1","~104 weeks",NA,NA,3447,"Italy","ITA",408,"ITA",34890,2019,"Italy","Europe & Central Asia","High income",4,"Europe",2020-12-27,2021-07-12,2021-10-04,2020-12-23,2020-12-23,4,201,285,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2023-07-14,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","omicron",NA,2023-07-14
"3342",409,"Tamada","Test-negative case-control","22Jul2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","14-34","infection","infection","Japan",">=20 years","general pop",89.1,"80.5",93.9,NA,"delta","~27 weeks",NA,NA,3448,"Japan","JPN",409,"JPN",41970,2019,"Japan","East Asia & Pacific","High income",4,"Asia",2021-02-22,2021-08-11,2021-10-16,2021-02-17,2021-02-17,5,175,241,"who","feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-07-22,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","delta",NA,2023-07-22
"3343",409,"Tamada","Test-negative case-control","22Jul2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","56+","infection","infection","Japan",">=20 years","general pop",73.1,"59.7",82,NA,"delta","~27 weeks",NA,NA,3449,"Japan","JPN",409,"JPN",41970,2019,"Japan","East Asia & Pacific","High income",4,"Asia",2021-02-22,2021-08-11,2021-10-16,2021-02-17,2021-02-17,5,175,241,"who","feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-07-22,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","delta",NA,2023-07-22
"3344",409,"Tamada","Test-negative case-control","22Jul2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","14+","hospitalization","severe","Japan",">=20 years","general pop",81.8,"58.2",92.1,NA,"delta","~27 weeks",NA,NA,3450,"Japan","JPN",409,"JPN",41970,2019,"Japan","East Asia & Pacific","High income",4,"Asia",2021-02-22,2021-08-11,2021-10-16,2021-02-17,2021-02-17,5,175,241,"who","feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-07-22,"severe","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","delta",NA,2023-07-22
"3345",409,"Tamada","Test-negative case-control","22Jul2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","infection","infection","Japan",">=20 years","general pop",78.2,"70.5",83.8,NA,"delta","~27 weeks",NA,NA,3451,"Japan","JPN",409,"JPN",41970,2019,"Japan","East Asia & Pacific","High income",4,"Asia",2021-02-22,2021-08-11,2021-10-16,2021-02-17,2021-02-17,5,175,241,"who","feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-07-22,"infection","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2023-07-22
"3346",410,"Liu","Retrospective cohort","29Jul2023","mRNA-1273 (Moderna) vs. BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-63","infection","infection","Australia",">=18 years","general pop",-3,"-30",18,NA,"omicron BA.1, BA.2","~7 weeks",NA,"Note this estimate is comparative VE (reference group = receipt of BNT162b2 primary series 14-63 days prior rather than unvaccinated persons)",3452,"Australia","AUS",410,"AUS",54890,2019,"Australia","East Asia & Pacific","High income",4,"Oceania",2021-02-22,2021-09-24,2021-11-21,2021-02-21,2021-02-21,1,215,273,"who","feb/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-29,"infection","2023 (Jul-Dec)","Comparative","mRNA","omicron",NA,2023-07-29
"3347",410,"Liu","Retrospective cohort","29Jul2023","AZD1222 (AstraZeneca) vs. BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-63","infection","infection","Australia",">=18 years","general pop",-19,"-49",5,NA,"omicron BA.1, BA.2","~7 weeks",NA,"Note this estimate is comparative VE (reference group = receipt of BNT162b2 primary series 14-63 days prior rather than unvaccinated persons)",3453,"Australia","AUS",410,"AUS",54890,2019,"Australia","East Asia & Pacific","High income",4,"Oceania",2021-02-22,2021-09-24,2021-11-21,2021-02-21,2021-02-21,1,215,273,"who","feb/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-29,"infection","2023 (Jul-Dec)","Comparative","Multiple","omicron",NA,2023-07-29
"3348",410,"Liu","Retrospective cohort","29Jul2023","NVX-CoV2373 (Novavax) vs. BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-63","infection","infection","Australia",">=18 years","general pop",-70,"-97",-46,NA,"omicron BA.1, BA.2","~7 weeks",NA,"Note this estimate is comparative VE (reference group = receipt of BNT162b2 primary series 14-63 days prior rather than unvaccinated persons)",3454,"Australia","AUS",410,"AUS",54890,2019,"Australia","East Asia & Pacific","High income",4,"Oceania",2021-02-22,2021-09-24,2021-11-21,2021-02-21,2021-02-21,1,215,273,"who","feb/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-29,"infection","2023 (Jul-Dec)","Comparative","Multiple","omicron",NA,2023-07-29
"3349",410,"Liu","Retrospective cohort","29Jul2023","mRNA-1273 (Moderna) vs. BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-63","infection","infection","Australia",">=18 years","general pop",-15,"-62",18,NA,"omicron BA.2","~7 weeks",NA,"Note this estimate is comparative VE (reference group = receipt of BNT162b2 primary series 14-63 days prior rather than unvaccinated persons)",3455,"Australia","AUS",410,"AUS",54890,2019,"Australia","East Asia & Pacific","High income",4,"Oceania",2021-02-22,2021-09-24,2021-11-21,2021-02-21,2021-02-21,1,215,273,"who","feb/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-29,"infection","2023 (Jul-Dec)","Comparative","mRNA","omicron",NA,2023-07-29
"3350",410,"Liu","Retrospective cohort","29Jul2023","AZD1222 (AstraZeneca) vs. BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-63","infection","infection","Australia",">=18 years","general pop",1,"-51",35,NA,"omicron BA.2","~7 weeks",NA,"Note this estimate is comparative VE (reference group = receipt of BNT162b2 primary series 14-63 days prior rather than unvaccinated persons)",3456,"Australia","AUS",410,"AUS",54890,2019,"Australia","East Asia & Pacific","High income",4,"Oceania",2021-02-22,2021-09-24,2021-11-21,2021-02-21,2021-02-21,1,215,273,"who","feb/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-29,"infection","2023 (Jul-Dec)","Comparative","Multiple","omicron",NA,2023-07-29
"3351",410,"Liu","Retrospective cohort","29Jul2023","NVX-CoV2373 (Novavax) vs. BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-63","infection","infection","Australia",">=18 years","general pop",-71,"-105",-43,NA,"omicron BA.2","~7 weeks",NA,"Note this estimate is comparative VE (reference group = receipt of BNT162b2 primary series 14-63 days prior rather than unvaccinated persons)",3457,"Australia","AUS",410,"AUS",54890,2019,"Australia","East Asia & Pacific","High income",4,"Oceania",2021-02-22,2021-09-24,2021-11-21,2021-02-21,2021-02-21,1,215,273,"who","feb/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-29,"infection","2023 (Jul-Dec)","Comparative","Multiple","omicron",NA,2023-07-29
"3352",411,"Rosa","Test-negative case-control","26Jul2023","BNT162b2 (Pfizer BioNTech)","included","2","final","7+","symptomatic disease","symptomatic","Brazil",">=12 years","general pop",46.7,"19.9",64.6,NA,"omicron BA.1, BA.2","~70 weeks",NA,NA,3458,"Brazil","BRA",411,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-26,"symptomatic","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron",NA,2023-07-26
"3353",411,"Rosa","Test-negative case-control","26Jul2023","BNT162b2 (Pfizer BioNTech)","included","2","final","7-29","symptomatic disease","symptomatic","Brazil",">=12 years","general pop",77.7,"54.8",89.4,NA,"omicron BA.1, BA.2","~70 weeks",NA,NA,3459,"Brazil","BRA",411,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-26,"symptomatic","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron",NA,2023-07-26
"3354",411,"Rosa","Test-negative case-control","26Jul2023","BNT162b2 (Pfizer BioNTech)","included","2","final","180+","symptomatic disease","symptomatic","Brazil",">=12 years","general pop",22.5,"-55.2",61.3,NA,"omicron BA.1, BA.2","~70 weeks",NA,NA,3460,"Brazil","BRA",411,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-26,"symptomatic","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron",NA,2023-07-26
"3355",411,"Rosa","Test-negative case-control","26Jul2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","symptomatic disease","symptomatic","Brazil",">=12 years","general pop",58.2,"27.7",76,NA,"omicron BA.1","~70 weeks",NA,NA,3461,"Brazil","BRA",411,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-26,"symptomatic","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron",NA,2023-07-26
"3356",411,"Rosa","Test-negative case-control","26Jul2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","symptomatic disease","symptomatic","Brazil",">=12 years","general pop",51.5,"-82.5",69.4,NA,"omicron BA.2","~70 weeks",NA,NA,3462,"Brazil","BRA",411,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-26,"symptomatic","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron",NA,2023-07-26
"3357",411,"Rosa","Test-negative case-control","26Jul2023","BNT162b2 (Pfizer BioNTech) vs. AZD1222 (AstraZeneca)","included","2","final","14+","symptomatic disease","symptomatic","Brazil",">=12 years","general pop",25,"5",41,NA,"omicron BA.1, BA.2","~70 weeks",NA,"Note this estimate is comparative VE (reference group = receipt of BNT162b2 primary series rather than unvaccinated persons)",3463,"Brazil","BRA",411,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-26,"symptomatic","2023 (Jul-Dec)","Comparative","Multiple","omicron",NA,2023-07-26
"3358",411,"Rosa","Test-negative case-control","26Jul2023","BNT162b2 (Pfizer BioNTech) vs. CoronaVac (Sinovac)","included","2","final","14+","symptomatic disease","symptomatic","Brazil",">=12 years","general pop",33,"8",51,NA,"omicron BA.1, BA.2","~70 weeks",NA,"Note this estimate is comparative VE (reference group = receipt of BNT162b2 primary series rather than unvaccinated persons)",3464,"Brazil","BRA",411,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-26,"symptomatic","2023 (Jul-Dec)","Comparative","Multiple","omicron",NA,2023-07-26
"3359",411,"Rosa","Test-negative case-control","26Jul2023","BNT162b2 (Pfizer BioNTech) vs. Ad26.COV2.S (Janssen)","included","2","final","14+","symptomatic disease","symptomatic","Brazil",">=12 years","general pop",14,"-52",51,NA,"omicron BA.1, BA.2","~70 weeks",NA,"Note this estimate is comparative VE (reference group = receipt of BNT162b2 primary series rather than unvaccinated persons)",3465,"Brazil","BRA",411,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"who","jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-07-26,"symptomatic","2023 (Jul-Dec)","Comparative","Multiple","omicron",NA,2023-07-26
"3360",412,"Franchi","Nested case-control","01Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","14+","infection","infection","Italy",">=12 years","general pop",18,"13",23,NA,"omicron BA.1, BA.2","~72 weeks",NA,NA,3466,"Italy","ITA",412,"ITA",34890,2019,"Italy","Europe & Central Asia","High income",4,"Europe",2020-12-27,2021-07-12,2021-10-04,2020-12-23,2020-12-23,4,201,285,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2023-08-01,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","omicron",NA,2023-08-01
"3361",412,"Franchi","Nested case-control","01Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","14+","infection","infection","Italy",">=12 years","general pop",81,"65",89,NA,"delta","~43 weeks",NA,NA,3467,"Italy","ITA",412,"ITA",34890,2019,"Italy","Europe & Central Asia","High income",4,"Europe",2020-12-27,2021-07-12,2021-10-04,2020-12-23,2020-12-23,4,201,285,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2023-08-01,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","delta",NA,2023-08-01
"3362",413,"Whitaker","Retrospective cohort","12Aug2023","AZD1222 (AstraZeneca)","included","2","final","14-69","death","death","UK","general pop with overrepsentation of clinical risk groups (30%)","general pop with overrepsentation of clinical risk groups (30%)",89.9,"86.1",92.6,NA,"delta","~44 weeks",NA,NA,3468,"UK","GBR",413,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-08-12,"death","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta",NA,2023-08-12
"3363",413,"Whitaker","Retrospective cohort","12Aug2023","AZD1222 (AstraZeneca)","included","2","final","182+","death","death","UK","general pop with overrepsentation of clinical risk groups (30%)","general pop with overrepsentation of clinical risk groups (30%)",72.3,"67.6",76.4,NA,"delta","~44 weeks",NA,NA,3469,"UK","GBR",413,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-08-12,"death","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta",NA,2023-08-12
"3364",413,"Whitaker","Retrospective cohort","12Aug2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-69","death","death","UK","general pop with overrepsentation of clinical risk groups (30%)","general pop with overrepsentation of clinical risk groups (30%)",95.5,"91.8",97.5,NA,"delta","~47 weeks",NA,NA,3470,"UK","GBR",413,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-08-12,"death","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2023-08-12
"3365",413,"Whitaker","Retrospective cohort","12Aug2023","BNT162b2 (Pfizer BioNTech)","included","2","final","182+","death","death","UK","general pop with overrepsentation of clinical risk groups (30%)","general pop with overrepsentation of clinical risk groups (30%)",81.7,"78.7",84.3,NA,"delta","~47 weeks",NA,NA,3471,"UK","GBR",413,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-08-12,"death","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2023-08-12
"3366",413,"Whitaker","Retrospective cohort","12Aug2023","AZD1222 (AstraZeneca)","included","2","final","14-69","hospitalization","hospitalization","UK","general pop with overrepsentation of clinical risk groups (30%)","general pop with overrepsentation of clinical risk groups (30%)",92.5,"91.7",93.2,NA,"delta","~44 weeks",NA,NA,3472,"UK","GBR",413,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-08-12,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta",NA,2023-08-12
"3367",413,"Whitaker","Retrospective cohort","12Aug2023","AZD1222 (AstraZeneca)","included","2","final","182+","hospitalization","hospitalization","UK","general pop with overrepsentation of clinical risk groups (30%)","general pop with overrepsentation of clinical risk groups (30%)",68.7,"66.3",71,NA,"delta","~44 weeks",NA,NA,3473,"UK","GBR",413,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-08-12,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta",NA,2023-08-12
"3368",413,"Whitaker","Retrospective cohort","12Aug2023","AZD1222 (AstraZeneca)","included","2","final","14-69","hospitalization","hospitalization","UK","Immunocompromised","Immunocompromised",76.6,"66.9",83.4,NA,"delta","~44 weeks",NA,NA,3474,"UK","GBR",413,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-08-12,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta",NA,2023-08-12
