"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_intro_F40","diff_intro_F70","V1_date_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","include_population","inclusion_notes","clean_vaccine_dose"
"280",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","150+","severe disease","severe","Brazil",">= 18 years","general pop",82.6,80.7,84.3,NA,"omicron","~33 weeks",NA,NA,"Brazil","BRA",240,"BRA",9410,2019,"Brazil","Latin America & Caribbean","Upper middle income",3,"South America",2021-01-19,2021-09-24,2022-02-05,2021-01-17,2021-01-17,2,250,384,"jan/2021","Sep-Nov/2021","180-269","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"281",244,"Sharma","Matched case-control","27Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization","severe","USA","veterans","veterans",52.9,47.8,57.6,NA,"omicron","~42 weeks",NA,NA,"USA","USA",244,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-27,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"282",272,"Adams","Prospective test-negative case control","11Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","hospitalization","severe","USA",">= 18 years","general pop",36,21,48,"omicron BA.1, BA.2, BA.5","omicron BA.1, BA.2, BA.5","~72 weeks",NA,NA,"USA","USA",272,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-11,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"283",278,"Tartof","Test-negative case-control","07Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","<6 months","hospitalization","severe","USA",">= 18 years","general pop",54,38,65,"omicron BA.1","omicron BA.1","~70 weeks",NA,NA,"USA","USA",278,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-07,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"284",278,"Tartof","Test-negative case-control","07Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final",">=6 months","hospitalization","severe","USA",">= 18 years","general pop",32,16,45,"omicron BA.1","omicron BA.1","~70 weeks",NA,NA,"USA","USA",278,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-07,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"285",278,"Tartof","Test-negative case-control","07Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","<6 months","hospitalization","severe","USA",">= 18 years","general pop",56,-2,81,"omicron BA.2","omicron BA.2","~70 weeks",NA,NA,"USA","USA",278,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-07,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"286",278,"Tartof","Test-negative case-control","07Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final",">=6 months","hospitalization","severe","USA",">= 18 years","general pop",56,28,73,"omicron BA.2","omicron BA.2","~70 weeks",NA,NA,"USA","USA",278,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-07,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"287",299,"Risk","Retrospective cohort","16Aug2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","hospitalization","severe","USA",">= 18 years","general pop",67,51,78,NA,"omicron","~56 weeks",NA,NA,"USA","USA",299,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-08-16,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"288",301,"Yan","Case-control","18Aug2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","severe disease","severe","Hong Kong","18-50 years","18-50 years",73.7,54.2,84.9,NA,"omicron BA.2","~52 weeks",NA,NA,"Hong Kong","HKG",301,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-08-18,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"289",301,"Yan","Case-control","18Aug2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","severe disease","severe","Hong Kong","51-64 years","51-64 years",84.5,72.2,91.4,NA,"omicron BA.2","~52 weeks",NA,NA,"Hong Kong","HKG",301,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-08-18,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"290",301,"Yan","Case-control","18Aug2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","severe disease","severe","Hong Kong",">= 65 years",">= 65 years",81.9,74.4,87.2,NA,"omicron BA.2","~52 weeks",NA,NA,"Hong Kong","HKG",301,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-08-18,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"291",310,"Penayo","Test-negative case-control","01Jun2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","hospitalization with SARI","severe","Paraguay",">=18 years","general pop",49.5,9.9,71.7,NA,"omicron","~53 weeks",NA,NA,"Paraguay","PRY",310,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,291,NA,"feb/2021","Dec/2021 +","270-359","yes","yes","no",2022-06-01,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"292",310,"Penayo","Test-negative case-control","01Jun2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14-89","hospitalization with SARI","severe","Paraguay",">=18 years","general pop",78,-97,97.5,NA,"omicron","~11 weeks",NA,NA,"Paraguay","PRY",310,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,291,NA,"feb/2021","Dec/2021 +","270-359","yes","yes","no",2022-06-01,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"293",316,"Collie","Test-negative case-control","14Sept2022","BNT162b2 (Pfizer BioNTech)","included","2","final","14-27","hospitalization","severe","South Africa",">=18 years","general pop",80.3,62.8,89.5,NA,"omicron BA.1 or BA.2","~36 weeks",NA,NA,"South Africa","ZAF",316,"ZAF",6570,2019,"South Africa","Sub-Saharan Africa","Upper middle income",3,"Africa",2021-02-19,NA,NA,2021-02-17,2021-02-17,2,NA,NA,"feb/2021","not reached","not reached","yes","no","no",2022-09-14,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"294",316,"Collie","Test-negative case-control","14Sept2022","BNT162b2 (Pfizer BioNTech)","included","2","final","7-8 months","hospitalization","severe","South Africa",">=18 years","general pop",38.4,16.9,54.4,NA,"omicron BA.1 or BA.2","~36 weeks",NA,NA,"South Africa","ZAF",316,"ZAF",6570,2019,"South Africa","Sub-Saharan Africa","Upper middle income",3,"Africa",2021-02-19,NA,NA,2021-02-17,2021-02-17,2,NA,NA,"feb/2021","not reached","not reached","yes","no","no",2022-09-14,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"295",316,"Collie","Test-negative case-control","14Sept2022","BNT162b2 (Pfizer BioNTech)","included","2","final","3-4 months","hospitalization","severe","South Africa",">=18 years","general pop",47.4,19.9,65.5,NA,"omicron BA.4 or BA.5","~53 weeks",NA,NA,"South Africa","ZAF",316,"ZAF",6570,2019,"South Africa","Sub-Saharan Africa","Upper middle income",3,"Africa",2021-02-19,NA,NA,2021-02-17,2021-02-17,2,NA,NA,"feb/2021","not reached","not reached","yes","no","no",2022-09-14,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"296",316,"Collie","Test-negative case-control","14Sept2022","BNT162b2 (Pfizer BioNTech)","included","2","final","9+ months","hospitalization","severe","South Africa",">=18 years","general pop",19.3,6.3,30.5,NA,"omicron BA.4 or BA.5","~53 weeks",NA,NA,"South Africa","ZAF",316,"ZAF",6570,2019,"South Africa","Sub-Saharan Africa","Upper middle income",3,"Africa",2021-02-19,NA,NA,2021-02-17,2021-02-17,2,NA,NA,"feb/2021","not reached","not reached","yes","no","no",2022-09-14,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"297",324,"Link-Gelles","Test-negative case-control","05Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final","150+","hospitalization","severe","USA",">=18 years","general pop",17,7,27,NA,"omicron BA.4 or BA.5","~82 weeks",NA,NA,"USA","USA",324,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-05,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"298",326,"Lin","Retrospective cohort","26Sep2022","BNT162b2 (Pfizer BioNTech)","included","2","final","~47 weeks","hospitalization","severe","USA",">=5 years","general pop",58.8,49.3,66.5,NA,"omicron","~47 weeks",NA,"Persons vaccinated between July 2021 and June 2022. The study includes additional VE estimates for individuals vaccinated between December 2020 and March 2021 and between April 2021 and June 2021","USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-09-26,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"299",326,"Lin","Retrospective cohort","26Sep2022","BNT162b2 (Pfizer BioNTech)","included","2","final","~60 weeks","hospitalization","severe","USA",">=5 years","general pop",29.4,50.4,76.9,NA,"omicron","~60 weeks",NA,"Persons vaccinated between July 2021 and June 2022. The study includes additional VE estimates for individuals vaccinated between December 2020 and March 2021 and between April 2021 and June 2021","USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-09-26,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"300",332,"Wan","Case-control","17Oct2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-180","hospitalization","severe","Hong Kong","60-79 years","60-79 years",74.6,72.1,76.8,NA,"omicron BA.2","~24 weeks",NA,NA,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"301",332,"Wan","Case-control","17Oct2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-180","severe disease","severe","Hong Kong","60-79 years","60-79 years",77.5,65.7,85.2,NA,"omicron BA.2","~24 weeks",NA,NA,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"302",332,"Wan","Case-control","17Oct2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-180","hospitalization","severe","Hong Kong",">=80 years",">=80 years",81,78.2,83.5,NA,"omicron BA.2","~24 weeks",NA,NA,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"303",332,"Wan","Case-control","17Oct2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-180","severe disease","severe","Hong Kong",">=80 years",">=80 years",82.7,62.7,92,NA,"omicron BA.2","~24 weeks",NA,NA,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"304",341,"Tartof","Test-negative case-control","25Oct2022","BNT162b2 (Pfizer BioNTech)","included","2","final",">=6 months","hospitalization for ARI","severe","USA",">=18 years","general pop",-4,-118,50,"omicron BA.4/BA.5","omicron BA.4/BA.5","~84 weeks",NA,NA,"USA","USA",341,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-10-25,"severe","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"305",392,"Yan","Case-control","03May2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-30","hospitalization","severe","Hong Kong",">=18 years","general pop",73,69.2,76.3,NA,"omicron BA.2","~32 weeks",NA,NA,"Hong Kong","HKG",392,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-05-03,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"306",392,"Yan","Case-control","03May2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","211-240","hospitalization","severe","Hong Kong",">=18 years","general pop",46.6,40.7,51.8,NA,"omicron BA.2","~32 weeks",NA,NA,"Hong Kong","HKG",392,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-05-03,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"307",392,"Yan","Case-control","03May2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-30","severe disease","severe","Hong Kong",">=18 years","general pop",69.7,50,81.6,NA,"omicron BA.2","~32 weeks",NA,NA,"Hong Kong","HKG",392,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-05-03,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"308",392,"Yan","Case-control","03May2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","211-240","severe disease","severe","Hong Kong",">=18 years","general pop",71.8,47.2,84.9,NA,"omicron BA.2","~32 weeks",NA,NA,"Hong Kong","HKG",392,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-05-03,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"309",418,"Paternina-Caicedo","Test-negative case-control","09Sep2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization","severe","Colombia",">=5 years","general pop",45,1,70,NA,"omicron BA.1","~47 weeks",NA,NA,"Colombia","COL",418,"COL",6630,2019,"Colombia","Latin America & Caribbean","Upper middle income",3,"South America",2021-02-18,2021-10-26,2022-07-29,2021-02-17,2021-02-17,1,251,527,"feb/2021","Sep-Nov/2021","180-269","yes","yes","no",2023-09-09,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"310",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-59","severe disease","severe","Scotland",">= 18 years","general pop",90.4,30.4,98.7,NA,"omicron","~7 weeks",NA,NA,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"311",240,"Cerqueira-Silva","Test-negative case-control","11Jan2023","BNT162b2 (Pfizer BioNTech)","included","2","final","150+","severe disease","severe","Scotland",">= 18 years","general pop",72.9,57.9,82.5,NA,"omicron","~38.5 weeks",NA,NA,"UK","GBR",500,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-01-11,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"312",194,"Smid","Retrospective cohort","15Oct2022","Ad26.COV2.S (Janssen)","included","1","final","14-74","hospitalization","severe","Czech Republic","all ages","general pop",28,-22,57,NA,"omicron","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Janssen Ad26.COV2.S","Vectored","omicron","yes",NA,"Janssen Ad26.COV2.S x 1"
"313",194,"Smid","Retrospective cohort","15Oct2022","Ad26.COV2.S (Janssen)","included","1","final","135+","hospitalization","severe","Czech Republic","all ages","general pop",38,8,58,NA,"omicron","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Janssen Ad26.COV2.S","Vectored","omicron","yes",NA,"Janssen Ad26.COV2.S x 1"
"314",357,"Lewis","Test-negative case-control","31Dec2022","Ad26.COV2.S (Janssen)","included","1","final","60+","hospitalization","severe","USA",">=18 years","general pop",36,-4,60,NA,"omicron BA.1/BA.2","~55 weeks",NA,NA,"USA","USA",357,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-12-31,"severe","2022 (Jul-Dec)","Janssen Ad26.COV2.S","Vectored","omicron","yes",NA,"Janssen Ad26.COV2.S x 1"
"315",418,"Paternina-Caicedo","Test-negative case-control","09Sep2023","Ad26.COV2.S (Janssen)","excluded","1","final","14+","hospitalization","severe","Colombia",">=5 years","general pop",-5,-158,57,NA,"omicron BA.1","~33 weeks",NA,NA,"Colombia","COL",418,"COL",6630,2019,"Colombia","Latin America & Caribbean","Upper middle income",3,"South America",2021-02-18,2021-10-26,2022-07-29,2021-02-17,2021-02-17,1,251,527,"feb/2021","Sep-Nov/2021","180-269","yes","yes","no",2023-09-09,"severe","2023 (Jul-Dec)","Janssen Ad26.COV2.S","Vectored","omicron","yes",NA,"Janssen Ad26.COV2.S x 1"
"316",159,"Tseng","Test-negative case-control","21Feb2022","mRNA-1273 (Moderna)","included","2","final","14+","Hospitalization","severe","USA",">= 18 years","general pop",84.5,23,96.9,"omicron","omicron","~47.5 weeks",NA,NA,"USA","USA",159,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-02-21,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","omicron","yes",NA,"Moderna mRNA-1273 x 2"
"317",179,"Chemaitelly","Test-negative case-control","02Jun2022","mRNA-1273 (Moderna)","included","2","final","1-6 months","severe, critical or fatal disease","severe","Qatar",">= 18 years","general pop",87.1,40.2,97.2,"omicron","omicron","~58 weeks",NA,NA,"Qatar","QAT",179,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,123,200,"jan/2021","before Jun/2021","<180","yes","yes","yes",2022-06-02,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","omicron","yes",NA,"Moderna mRNA-1273 x 2"
"318",179,"Chemaitelly","Test-negative case-control","02Jun2022","mRNA-1273 (Moderna)","included","2","final",">=7 months","severe, critical or fatal disease","severe","Qatar",">= 18 years","general pop",68.4,46.1,81.5,"omicron","omicron","~58 weeks",NA,NA,"Qatar","QAT",179,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,123,200,"jan/2021","before Jun/2021","<180","yes","yes","yes",2022-06-02,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","omicron","yes",NA,"Moderna mRNA-1273 x 2"
"319",194,"Smid","Retrospective cohort","15Oct2022","mRNA-1273 (Moderna)","included","2","final","14-74","hospitalization","severe","Czech Republic","all ages","general pop",51,-20,80,NA,"omicron","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron","yes",NA,"Moderna mRNA-1273 x 2"
"320",194,"Smid","Retrospective cohort","15Oct2022","mRNA-1273 (Moderna)","included","2","final","135+","hospitalization","severe","Czech Republic","all ages","general pop",31,9,49,NA,"omicron","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron","yes",NA,"Moderna mRNA-1273 x 2"
"321",203,"Baum","Retrospective cohort","05Nov2022","mRNA-1273 (Moderna)","excluded","2","final","14-90","hospitalization","severe","Finland",">= 70 years",">= 70 years",79,43,92,NA,"omicron","~56 weeks",NA,NA,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,235,312,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron","yes",NA,"Moderna mRNA-1273 x 2"
"322",203,"Baum","Retrospective cohort","05Nov2022","mRNA-1273 (Moderna)","excluded","2","final","181+","hospitalization","severe","Finland",">= 70 years",">= 70 years",60,34,75,NA,"omicron","~56 weeks",NA,NA,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,235,312,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron","yes",NA,"Moderna mRNA-1273 x 2"
